year,month,rank_GPA,nstocks,ret_vw
1974,12,5,308,-2.0093
1974,12,6,281,-2.4096
1974,12,7,319,-3.0296
1974,12,8,301,-3.1481
1974,12,9,426,-4.8257
1974,12,10,425,-4.5206
1975,1,1,264,21.0283
1975,1,2,254,15.4629
1975,1,3,282,8.0156
1975,1,4,254,11.0670
1975,1,5,310,10.6705
1975,1,6,281,18.7603
1975,1,7,315,14.3303
1975,1,8,297,19.0955
1975,1,9,425,13.5037
1975,1,10,423,11.7213
1975,2,1,264,1.1476
1975,2,2,252,4.0071
1975,2,3,282,4.2486
1975,2,4,253,1.4372
1975,2,5,309,5.0573
1975,2,6,280,4.6685
1975,2,7,313,7.7833
1975,2,8,298,10.4318
1975,2,9,425,9.3125
1975,2,10,421,12.1294
1975,3,1,264,-1.4943
1975,3,2,252,3.8714
1975,3,3,280,1.5356
1975,3,4,253,2.5452
1975,3,5,310,6.9795
1975,3,6,281,4.4991
1975,3,7,314,2.8822
1975,3,8,297,7.7101
1975,3,9,423,3.2752
1975,3,10,420,1.9745
1975,4,1,264,1.7292
1975,4,2,251,3.7112
1975,4,3,280,4.4165
1975,4,4,253,4.3235
1975,4,5,310,10.1668
1975,4,6,281,5.5766
1975,4,7,315,7.4014
1975,4,8,298,6.0322
1975,4,9,421,6.5128
1975,4,10,421,2.2019
1975,5,1,262,6.5121
1975,5,2,250,7.2069
1975,5,3,280,5.4602
1975,5,4,253,8.1762
1975,5,5,310,4.4979
1975,5,6,281,4.5691
1975,5,7,316,5.0305
1975,5,8,296,4.7827
1975,5,9,423,5.5694
1975,5,10,423,5.4820
1975,6,1,262,9.3534
1975,6,2,250,7.1281
1975,6,3,278,6.3274
1975,6,4,254,4.9584
1975,6,5,309,4.7963
1975,6,6,279,7.0316
1975,6,7,313,7.4432
1975,6,8,295,4.7780
1975,6,9,421,3.1873
1975,6,10,420,1.1851
1975,7,1,302,-4.9153
1975,7,2,295,-5.5754
1975,7,3,298,-2.3770
1975,7,4,253,-4.2406
1975,7,5,320,-4.0887
1975,7,6,335,-3.8579
1975,7,7,333,-5.3435
1975,7,8,342,-8.4302
1975,7,9,483,-9.0279
1975,7,10,487,-9.3139
1975,8,1,300,-2.0566
1975,8,2,294,-3.8827
1975,8,3,298,-2.4894
1975,8,4,252,-0.4969
1975,8,5,319,-0.7751
1975,8,6,331,0.3293
1975,8,7,333,-2.3588
1975,8,8,339,-0.9126
1975,8,9,481,-3.7406
1975,8,10,486,-2.8509
1975,9,1,301,-2.4953
1975,9,2,294,-3.1668
1975,9,3,297,-2.2982
1975,9,4,251,-5.3115
1975,9,5,318,-4.4925
1975,9,6,333,-4.1258
1975,9,7,332,-3.3469
1975,9,8,340,-2.7530
1975,9,9,481,-4.5473
1975,9,10,485,-2.8435
1975,10,1,300,6.9058
1975,10,2,293,3.6262
1975,10,3,297,4.3368
1975,10,4,249,1.1588
1975,10,5,317,5.4617
1975,10,6,333,2.6330
1975,10,7,332,5.0049
1975,10,8,338,6.6317
1975,10,9,480,9.0528
1975,10,10,484,10.6712
1975,11,1,300,3.2215
1975,11,2,293,3.2428
1975,11,3,296,2.5171
1975,11,4,250,1.1270
1975,11,5,318,3.0293
1975,11,6,330,0.0665
1975,11,7,330,1.2717
1975,11,8,338,3.1752
1975,11,9,479,3.9747
1975,11,10,482,4.8543
1975,12,1,300,1.2868
1975,12,2,293,0.1936
1975,12,3,296,0.6555
1975,12,4,249,0.1922
1975,12,5,316,-0.8465
1975,12,6,329,0.1853
1975,12,7,327,-1.1482
1975,12,8,336,-1.7558
1975,12,9,478,-4.3367
1975,12,10,481,-3.2099
1976,1,1,298,9.4266
1976,1,2,293,12.4863
1976,1,3,295,12.5571
1976,1,4,249,14.4064
1976,1,5,313,17.0629
1976,1,6,328,14.3947
1976,1,7,325,17.1724
1976,1,8,338,9.4009
1976,1,9,476,11.6348
1976,1,10,479,11.5624
1976,2,1,294,-1.0533
1976,2,2,286,1.1523
1976,2,3,286,2.6536
1976,2,4,237,2.5515
1976,2,5,310,1.6799
1976,2,6,322,2.2499
1976,2,7,321,1.1007
1976,2,8,330,-0.9212
1976,2,9,463,-1.4643
1976,2,10,475,-1.8764
1976,3,1,298,2.2837
1976,3,2,290,3.1137
1976,3,3,296,2.8831
1976,3,4,245,1.1000
1976,3,5,314,2.5121
1976,3,6,326,0.7404
1976,3,7,327,1.3456
1976,3,8,336,4.7689
1976,3,9,472,3.8129
1976,3,10,479,3.0052
1976,4,1,295,0.8061
1976,4,2,282,0.0154
1976,4,3,294,1.7705
1976,4,4,244,0.1046
1976,4,5,311,0.2495
1976,4,6,319,-0.1342
1976,4,7,323,0.7312
1976,4,8,333,-3.7729
1976,4,9,467,-2.6656
1976,4,10,472,-3.6299
1976,5,1,294,-1.5952
1976,5,2,284,-1.1230
1976,5,3,293,-1.3632
1976,5,4,245,1.5307
1976,5,5,312,0.2359
1976,5,6,324,0.0697
1976,5,7,325,-1.3570
1976,5,8,336,-0.7190
1976,5,9,471,-2.9049
1976,5,10,473,-1.0296
1976,6,1,290,4.3553
1976,6,2,285,4.9775
1976,6,3,292,3.8894
1976,6,4,247,6.3418
1976,6,5,312,2.4222
1976,6,6,323,3.4329
1976,6,7,323,6.9679
1976,6,8,335,3.0442
1976,6,9,470,4.3854
1976,6,10,473,5.3340
1976,7,1,309,2.0257
1976,7,2,243,0.0068
1976,7,3,317,-0.5813
1976,7,4,280,-1.4473
1976,7,5,299,-1.8062
1976,7,6,324,-1.5419
1976,7,7,370,-0.7717
1976,7,8,375,-1.0904
1976,7,9,446,-1.2338
1976,7,10,498,-0.4300
1976,8,1,307,1.7132
1976,8,2,243,0.9027
1976,8,3,317,0.2896
1976,8,4,277,-1.4207
1976,8,5,297,-1.7336
1976,8,6,324,-1.8845
1976,8,7,370,0.5807
1976,8,8,373,-0.8729
1976,8,9,444,0.1239
1976,8,10,497,0.6612
1976,9,1,296,3.5027
1976,9,2,232,3.6237
1976,9,3,292,3.1539
1976,9,4,256,4.0972
1976,9,5,284,2.8846
1976,9,6,296,2.2734
1976,9,7,347,3.1142
1976,9,8,338,1.1307
1976,9,9,413,2.2454
1976,9,10,469,1.9777
1976,10,1,305,-1.5898
1976,10,2,240,-2.0568
1976,10,3,314,-0.4563
1976,10,4,276,-0.2540
1976,10,5,297,-2.3489
1976,10,6,321,-1.7274
1976,10,7,367,-3.2182
1976,10,8,370,-3.6625
1976,10,9,439,-3.3941
1976,10,10,495,-3.5117
1976,11,1,304,2.9690
1976,11,2,240,2.4887
1976,11,3,308,1.5372
1976,11,4,277,1.3529
1976,11,5,293,0.2730
1976,11,6,319,-0.4111
1976,11,7,367,0.5806
1976,11,8,368,-0.3889
1976,11,9,436,-0.8844
1976,11,10,489,-0.3300
1976,12,1,305,5.6619
1976,12,2,240,7.1068
1976,12,3,311,6.0233
1976,12,4,276,7.5738
1976,12,5,294,6.7107
1976,12,6,320,7.4196
1976,12,7,367,6.0238
1976,12,8,369,3.4757
1976,12,9,437,5.0917
1976,12,10,494,3.3509
1977,1,1,305,-0.0365
1977,1,2,239,-1.1764
1977,1,3,310,-0.1576
1977,1,4,274,-4.1683
1977,1,5,292,-5.8690
1977,1,6,320,-3.7681
1977,1,7,362,-3.4841
1977,1,8,366,-7.4378
1977,1,9,437,-6.6073
1977,1,10,493,-4.9947
1977,2,1,301,-2.5724
1977,2,2,238,-2.1498
1977,2,3,306,-1.5309
1977,2,4,268,-1.7673
1977,2,5,286,-1.9477
1977,2,6,316,-1.4475
1977,2,7,355,-2.8042
1977,2,8,362,-0.9725
1977,2,9,434,-1.3694
1977,2,10,488,-0.1737
1977,3,1,303,0.8432
1977,3,2,238,-0.5196
1977,3,3,310,-1.5501
1977,3,4,274,-1.7331
1977,3,5,287,-1.3058
1977,3,6,318,0.6148
1977,3,7,357,-1.3292
1977,3,8,362,-2.8926
1977,3,9,434,-0.7956
1977,3,10,488,-1.1000
1977,4,1,301,2.5918
1977,4,2,237,1.7330
1977,4,3,309,1.9916
1977,4,4,273,2.0291
1977,4,5,286,1.6638
1977,4,6,318,2.0211
1977,4,7,353,1.0509
1977,4,8,361,-2.5768
1977,4,9,432,-1.1974
1977,4,10,486,-4.3101
1977,5,1,300,0.5387
1977,5,2,238,-0.5040
1977,5,3,309,0.2395
1977,5,4,272,-1.8781
1977,5,5,286,-1.1258
1977,5,6,317,-1.2365
1977,5,7,354,-1.0604
1977,5,8,360,-3.1716
1977,5,9,433,-1.6376
1977,5,10,485,-2.2413
1977,6,1,300,4.6885
1977,6,2,238,4.2317
1977,6,3,306,3.7829
1977,6,4,269,3.7896
1977,6,5,286,3.0986
1977,6,6,317,4.7129
1977,6,7,353,5.2044
1977,6,8,358,6.3826
1977,6,9,432,7.2309
1977,6,10,482,7.0775
1977,7,1,307,-0.2794
1977,7,2,281,-0.5837
1977,7,3,305,-2.5282
1977,7,4,290,-4.1835
1977,7,5,299,-2.9066
1977,7,6,342,-2.1507
1977,7,7,360,-0.6348
1977,7,8,347,-1.1874
1977,7,9,462,-1.1642
1977,7,10,464,0.9610
1977,8,1,306,-2.7212
1977,8,2,281,-3.8566
1977,8,3,303,-2.7888
1977,8,4,288,-3.2634
1977,8,5,298,-3.3202
1977,8,6,339,-2.3757
1977,8,7,358,1.7343
1977,8,8,345,1.8942
1977,8,9,460,0.9943
1977,8,10,461,2.0861
1977,9,1,305,1.1536
1977,9,2,281,-0.0867
1977,9,3,301,2.9865
1977,9,4,286,-1.1449
1977,9,5,296,0.4026
1977,9,6,338,0.2405
1977,9,7,358,-0.8033
1977,9,8,343,-1.0068
1977,9,9,457,-0.7881
1977,9,10,459,-0.9070
1977,10,1,304,-3.2068
1977,10,2,281,-3.8485
1977,10,3,296,-5.6360
1977,10,4,286,-3.4708
1977,10,5,294,-3.6349
1977,10,6,335,-3.3178
1977,10,7,355,-5.3823
1977,10,8,343,-3.8100
1977,10,9,457,-3.2804
1977,10,10,459,-2.9382
1977,11,1,304,3.5846
1977,11,2,277,4.6276
1977,11,3,296,3.3771
1977,11,4,286,5.1934
1977,11,5,293,4.2577
1977,11,6,333,3.3989
1977,11,7,354,4.3512
1977,11,8,342,5.3057
1977,11,9,453,5.9624
1977,11,10,456,4.3015
1977,12,1,303,0.0933
1977,12,2,278,0.3122
1977,12,3,295,1.7850
1977,12,4,287,0.4306
1977,12,5,290,1.6748
1977,12,6,334,-0.0998
1977,12,7,354,-0.2026
1977,12,8,341,0.9398
1977,12,9,454,-0.0213
1977,12,10,455,1.6241
1978,1,1,301,-3.2613
1978,1,2,278,-5.2982
1978,1,3,291,-5.9227
1978,1,4,286,-7.0225
1978,1,5,289,-6.0684
1978,1,6,332,-6.5779
1978,1,7,349,-7.1425
1978,1,8,341,-4.7142
1978,1,9,453,-4.6077
1978,1,10,451,-4.4536
1978,2,1,301,-1.1453
1978,2,2,277,-0.0120
1978,2,3,290,1.5268
1978,2,4,283,-2.2606
1978,2,5,288,-1.9856
1978,2,6,326,-0.1899
1978,2,7,348,-1.4575
1978,2,8,338,-1.9510
1978,2,9,447,-1.1140
1978,2,10,447,-2.4605
1978,3,1,300,2.9463
1978,3,2,278,3.5533
1978,3,3,290,3.6578
1978,3,4,282,5.3509
1978,3,5,286,2.6542
1978,3,6,325,4.9206
1978,3,7,345,2.0396
1978,3,8,337,3.6318
1978,3,9,445,4.1184
1978,3,10,448,0.2423
1978,4,1,299,1.2039
1978,4,2,277,5.3916
1978,4,3,284,6.0168
1978,4,4,282,9.9528
1978,4,5,285,8.8819
1978,4,6,325,9.0569
1978,4,7,344,12.8371
1978,4,8,336,11.5251
1978,4,9,442,10.1083
1978,4,10,447,10.6416
1978,5,1,300,0.8576
1978,5,2,276,0.9420
1978,5,3,281,0.9712
1978,5,4,282,3.0330
1978,5,5,283,2.5983
1978,5,6,326,1.2437
1978,5,7,342,3.6158
1978,5,8,332,4.7884
1978,5,9,442,3.9037
1978,5,10,443,2.3666
1978,6,1,300,0.4220
1978,6,2,276,-1.5993
1978,6,3,279,-1.9622
1978,6,4,282,-1.5984
1978,6,5,281,-2.9584
1978,6,6,323,-2.5675
1978,6,7,340,-1.7854
1978,6,8,330,0.5881
1978,6,9,437,0.0782
1978,6,10,438,-0.3908
1978,7,1,300,4.3214
1978,7,2,283,4.7491
1978,7,3,291,2.9564
1978,7,4,287,7.1701
1978,7,5,320,4.5842
1978,7,6,319,6.5496
1978,7,7,359,6.3518
1978,7,8,346,7.5102
1978,7,9,446,7.1739
1978,7,10,419,6.9668
1978,8,1,298,1.2796
1978,8,2,281,3.6624
1978,8,3,291,4.3143
1978,8,4,285,5.1765
1978,8,5,312,6.3034
1978,8,6,317,3.3521
1978,8,7,359,3.4819
1978,8,8,343,3.8726
1978,8,9,446,3.9192
1978,8,10,415,5.1274
1978,9,1,297,-0.0870
1978,9,2,277,0.0817
1978,9,3,287,1.4483
1978,9,4,282,-1.0777
1978,9,5,311,1.8564
1978,9,6,315,0.1813
1978,9,7,355,-1.8382
1978,9,8,343,-3.0976
1978,9,9,442,-2.5271
1978,9,10,414,-3.8416
1978,10,1,297,-9.1829
1978,10,2,276,-12.5018
1978,10,3,286,-8.7396
1978,10,4,284,-13.4063
1978,10,5,312,-11.7542
1978,10,6,314,-11.4070
1978,10,7,353,-12.4806
1978,10,8,341,-10.8829
1978,10,9,438,-13.5286
1978,10,10,412,-9.4655
1978,11,1,296,2.5827
1978,11,2,274,4.6762
1978,11,3,285,4.0290
1978,11,4,284,3.3298
1978,11,5,314,3.6001
1978,11,6,312,2.3489
1978,11,7,352,4.2377
1978,11,8,340,3.5593
1978,11,9,437,4.4809
1978,11,10,407,3.1439
1978,12,1,295,-1.3066
1978,12,2,274,0.9714
1978,12,3,279,0.7078
1978,12,4,281,0.9653
1978,12,5,312,2.1076
1978,12,6,313,1.1283
1978,12,7,350,0.1518
1978,12,8,340,2.2013
1978,12,9,435,3.3881
1978,12,10,406,4.9001
1979,1,1,291,8.0730
1979,1,2,273,6.5114
1979,1,3,279,5.1933
1979,1,4,280,5.3102
1979,1,5,311,4.0894
1979,1,6,311,4.6998
1979,1,7,347,4.8877
1979,1,8,339,2.9511
1979,1,9,435,4.6191
1979,1,10,403,3.9247
1979,2,1,290,-2.6872
1979,2,2,273,-1.6276
1979,2,3,273,-1.0340
1979,2,4,275,-2.5585
1979,2,5,311,-1.9905
1979,2,6,308,-3.2513
1979,2,7,347,-3.2201
1979,2,8,337,-5.5839
1979,2,9,431,-4.6082
1979,2,10,399,-3.7378
1979,3,1,287,3.6773
1979,3,2,269,6.5092
1979,3,3,272,5.1447
1979,3,4,272,8.6111
1979,3,5,311,8.6912
1979,3,6,305,6.6266
1979,3,7,344,7.4290
1979,3,8,336,5.4034
1979,3,9,430,6.2270
1979,3,10,397,4.8265
1979,4,1,287,-2.9272
1979,4,2,271,0.0519
1979,4,3,269,-0.4941
1979,4,4,271,1.9098
1979,4,5,310,1.8536
1979,4,6,304,1.8625
1979,4,7,342,1.1086
1979,4,8,336,0.6767
1979,4,9,427,1.5353
1979,4,10,396,0.0003
1979,5,1,286,0.6331
1979,5,2,270,0.1191
1979,5,3,268,-1.1708
1979,5,4,270,-2.9841
1979,5,5,310,-2.2179
1979,5,6,302,-1.1550
1979,5,7,342,-3.4732
1979,5,8,335,-0.9420
1979,5,9,423,-2.4339
1979,5,10,393,-2.1036
1979,6,1,285,4.4558
1979,6,2,270,6.6945
1979,6,3,266,5.4443
1979,6,4,270,5.2500
1979,6,5,308,6.5777
1979,6,6,300,4.1080
1979,6,7,340,3.3898
1979,6,8,335,3.0565
1979,6,9,420,3.7309
1979,6,10,392,-0.0811
1979,7,1,313,1.7794
1979,7,2,284,3.0371
1979,7,3,282,2.0196
1979,7,4,269,1.5893
1979,7,5,335,2.8418
1979,7,6,317,2.1088
1979,7,7,362,1.7551
1979,7,8,380,0.3952
1979,7,9,387,0.1827
1979,7,10,400,-1.0332
1979,8,1,313,3.0088
1979,8,2,283,5.5190
1979,8,3,280,5.4448
1979,8,4,267,8.6648
1979,8,5,331,6.6138
1979,8,6,314,6.0800
1979,8,7,360,8.6289
1979,8,8,377,7.2600
1979,8,9,386,8.7583
1979,8,10,395,6.0103
1979,9,1,311,-2.4274
1979,9,2,281,1.4651
1979,9,3,275,0.6119
1979,9,4,265,1.4832
1979,9,5,331,1.9044
1979,9,6,313,1.8836
1979,9,7,359,0.2832
1979,9,8,376,-1.1674
1979,9,9,382,-2.0947
1979,9,10,394,-2.1813
1979,10,1,309,-7.4524
1979,10,2,281,-6.8386
1979,10,3,274,-5.4642
1979,10,4,264,-7.7255
1979,10,5,330,-4.6440
1979,10,6,310,-7.7695
1979,10,7,358,-7.0378
1979,10,8,372,-6.6699
1979,10,9,380,-7.8309
1979,10,10,392,-7.8660
1979,11,1,308,5.8464
1979,11,2,281,10.6112
1979,11,3,274,5.9886
1979,11,4,263,5.7597
1979,11,5,329,6.2031
1979,11,6,308,3.4705
1979,11,7,358,6.8451
1979,11,8,371,4.4777
1979,11,9,380,6.1843
1979,11,10,392,5.8906
1979,12,1,306,-0.0254
1979,12,2,281,5.2382
1979,12,3,271,2.4559
1979,12,4,263,4.7863
1979,12,5,326,1.5666
1979,12,6,308,4.0524
1979,12,7,353,2.6832
1979,12,8,372,2.4428
1979,12,9,380,3.5112
1979,12,10,387,0.7219
1980,1,1,301,3.8889
1980,1,2,279,9.0537
1980,1,3,268,7.9173
1980,1,4,260,9.5549
1980,1,5,324,11.2877
1980,1,6,307,7.4037
1980,1,7,348,5.7014
1980,1,8,370,3.7078
1980,1,9,379,3.5216
1980,1,10,385,1.4780
1980,2,1,300,-3.5370
1980,2,2,276,1.7103
1980,2,3,266,2.8827
1980,2,4,258,2.4049
1980,2,5,322,4.4062
1980,2,6,302,1.2926
1980,2,7,345,-2.3042
1980,2,8,365,-4.0767
1980,2,9,374,-3.1514
1980,2,10,381,-5.5875
1980,3,1,299,-9.1555
1980,3,2,275,-14.6293
1980,3,3,266,-11.4207
1980,3,4,257,-16.2275
1980,3,5,320,-13.4766
1980,3,6,302,-11.9060
1980,3,7,343,-11.0240
1980,3,8,362,-8.6436
1980,3,9,374,-7.8079
1980,3,10,378,-8.1741
1980,4,1,296,11.9385
1980,4,2,275,7.6861
1980,4,3,265,5.8049
1980,4,4,257,5.2866
1980,4,5,319,3.9029
1980,4,6,301,3.4856
1980,4,7,335,3.1874
1980,4,8,362,3.9125
1980,4,9,374,3.1297
1980,4,10,375,2.3167
1980,5,1,296,5.1266
1980,5,2,272,5.3854
1980,5,3,264,4.5139
1980,5,4,255,6.4155
1980,5,5,317,5.4239
1980,5,6,299,4.4756
1980,5,7,341,8.0630
1980,5,8,359,7.0729
1980,5,9,373,6.9893
1980,5,10,376,6.4004
1980,6,1,292,4.2308
1980,6,2,271,5.0088
1980,6,3,262,2.5195
1980,6,4,255,3.8626
1980,6,5,315,5.1551
1980,6,6,299,2.7831
1980,6,7,338,2.5304
1980,6,8,359,1.1336
1980,6,9,372,1.2781
1980,6,10,372,2.7433
1980,7,1,340,0.5926
1980,7,2,286,3.3877
1980,7,3,290,5.1482
1980,7,4,300,7.3753
1980,7,5,295,6.3950
1980,7,6,298,8.4863
1980,7,7,389,9.7670
1980,7,8,361,10.5752
1980,7,9,406,12.3383
1980,7,10,428,11.2923
1980,8,1,340,-0.8554
1980,8,2,286,3.6438
1980,8,3,289,3.0992
1980,8,4,298,3.5173
1980,8,5,294,3.0885
1980,8,6,298,1.8244
1980,8,7,386,1.3033
1980,8,8,361,2.3449
1980,8,9,406,1.3925
1980,8,10,427,2.5725
1980,9,1,336,-0.4229
1980,9,2,285,1.7247
1980,9,3,290,5.0726
1980,9,4,298,4.4703
1980,9,5,294,6.4388
1980,9,6,297,2.5946
1980,9,7,383,2.5964
1980,9,8,359,1.8391
1980,9,9,405,1.1217
1980,9,10,424,3.1172
1980,10,1,335,-0.1322
1980,10,2,282,1.0205
1980,10,3,288,5.1046
1980,10,4,295,4.5626
1980,10,5,291,3.1412
1980,10,6,297,3.9749
1980,10,7,379,2.1154
1980,10,8,354,-0.6141
1980,10,9,401,0.6092
1980,10,10,421,0.2787
1980,11,1,335,2.4613
1980,11,2,283,6.3646
1980,11,3,285,22.1030
1980,11,4,293,12.9814
1980,11,5,291,15.7488
1980,11,6,296,13.2455
1980,11,7,380,10.5437
1980,11,8,352,9.3051
1980,11,9,401,6.9178
1980,11,10,420,5.5849
1980,12,1,331,0.6043
1980,12,2,281,-3.3826
1980,12,3,285,-6.9320
1980,12,4,292,-6.2947
1980,12,5,288,-8.0247
1980,12,6,295,-4.4282
1980,12,7,378,-2.3354
1980,12,8,349,-1.7954
1980,12,9,400,0.0659
1980,12,10,417,1.4960
1981,1,1,325,1.3818
1981,1,2,276,-0.8362
1981,1,3,285,-8.7329
1981,1,4,292,-5.4719
1981,1,5,288,-6.7825
1981,1,6,294,-3.6861
1981,1,7,376,-3.9719
1981,1,8,349,-4.0362
1981,1,9,397,-3.6536
1981,1,10,417,-2.0636
1981,2,1,322,0.0169
1981,2,2,272,0.3356
1981,2,3,284,1.8712
1981,2,4,289,2.6332
1981,2,5,287,3.4332
1981,2,6,293,0.9591
1981,2,7,374,2.3160
1981,2,8,348,2.1849
1981,2,9,396,1.2495
1981,2,10,412,3.7214
1981,3,1,317,5.3174
1981,3,2,272,4.8910
1981,3,3,281,3.3437
1981,3,4,285,3.1058
1981,3,5,286,5.0131
1981,3,6,289,1.8673
1981,3,7,373,4.9912
1981,3,8,347,7.7411
1981,3,9,392,3.7490
1981,3,10,409,7.6790
1981,4,1,320,-0.3430
1981,4,2,271,-0.1543
1981,4,3,281,-4.9342
1981,4,4,283,-4.6136
1981,4,5,285,-4.4214
1981,4,6,288,-0.8442
1981,4,7,371,0.2481
1981,4,8,343,0.1130
1981,4,9,388,0.7244
1981,4,10,406,3.1211
1981,5,1,310,2.2491
1981,5,2,270,3.4405
1981,5,3,281,-1.1749
1981,5,4,281,-2.6798
1981,5,5,285,-0.9379
1981,5,6,289,-0.4665
1981,5,7,368,1.1452
1981,5,8,341,1.8649
1981,5,9,385,3.1104
1981,5,10,405,3.0908
1981,6,1,311,1.9158
1981,6,2,268,-2.0510
1981,6,3,278,0.4167
1981,6,4,281,1.0971
1981,6,5,285,-0.8074
1981,6,6,286,1.3281
1981,6,7,365,-1.3709
1981,6,8,341,-3.3103
1981,6,9,384,-3.7261
1981,6,10,404,-4.3843
1981,7,1,394,-0.0601
1981,7,2,275,0.3897
1981,7,3,298,3.2726
1981,7,4,306,1.3349
1981,7,5,293,1.2405
1981,7,6,332,0.4617
1981,7,7,367,2.3676
1981,7,8,343,-0.4090
1981,7,9,392,-4.7761
1981,7,10,441,-3.2886
1981,8,1,391,-2.5461
1981,8,2,274,-3.8488
1981,8,3,296,-4.9626
1981,8,4,305,-7.1566
1981,8,5,291,-6.9279
1981,8,6,331,-7.3823
1981,8,7,366,-7.4376
1981,8,8,338,-6.5471
1981,8,9,390,-6.6402
1981,8,10,439,-4.6449
1981,9,1,386,-5.2479
1981,9,2,273,-2.0311
1981,9,3,294,-11.0775
1981,9,4,302,-9.8752
1981,9,5,291,-6.5236
1981,9,6,329,-6.4052
1981,9,7,362,-8.0481
1981,9,8,338,-4.1236
1981,9,9,388,-4.5878
1981,9,10,436,-1.7339
1981,10,1,382,5.5612
1981,10,2,271,2.3199
1981,10,3,292,6.1224
1981,10,4,301,10.6192
1981,10,5,290,6.1629
1981,10,6,326,5.4957
1981,10,7,359,6.9632
1981,10,8,334,7.2912
1981,10,9,386,4.9654
1981,10,10,428,4.5964
1981,11,1,381,5.8882
1981,11,2,270,3.4486
1981,11,3,291,4.3067
1981,11,4,300,5.2567
1981,11,5,287,4.9277
1981,11,6,325,4.9485
1981,11,7,361,3.9109
1981,11,8,332,4.8615
1981,11,9,383,3.4138
1981,11,10,431,2.5513
1981,12,1,378,-3.2588
1981,12,2,272,-1.6848
1981,12,3,289,-3.4957
1981,12,4,299,-2.9888
1981,12,5,287,-3.4013
1981,12,6,323,-4.5056
1981,12,7,359,-3.5607
1981,12,8,328,-1.7261
1981,12,9,382,-0.4536
1981,12,10,427,-0.2204
1982,1,1,373,0.3862
1982,1,2,270,-1.4940
1982,1,3,288,-8.0157
1982,1,4,297,-6.6182
1982,1,5,285,-3.4080
1982,1,6,319,-2.5966
1982,1,7,356,-2.6895
1982,1,8,327,-1.2575
1982,1,9,381,-0.6159
1982,1,10,427,3.6866
1982,2,1,369,1.6563
1982,2,2,270,-4.6634
1982,2,3,289,-8.6889
1982,2,4,295,-9.1253
1982,2,5,283,-6.9595
1982,2,6,318,-4.8720
1982,2,7,353,-7.3775
1982,2,8,328,-2.3948
1982,2,9,381,-2.9728
1982,2,10,424,-2.9640
1982,3,1,368,1.1505
1982,3,2,268,2.4563
1982,3,3,287,-2.3968
1982,3,4,295,-1.7703
1982,3,5,282,-1.5958
1982,3,6,316,-0.8075
1982,3,7,353,-1.1969
1982,3,8,325,-1.8045
1982,3,9,379,-0.3639
1982,3,10,423,-0.4255
1982,4,1,362,4.5959
1982,4,2,269,1.2225
1982,4,3,286,1.6913
1982,4,4,293,5.5739
1982,4,5,280,4.6328
1982,4,6,315,4.9313
1982,4,7,352,4.8921
1982,4,8,321,6.0505
1982,4,9,374,6.3261
1982,4,10,421,6.3195
1982,5,1,357,-1.0341
1982,5,2,267,-1.6491
1982,5,3,282,-2.8178
1982,5,4,293,-2.1383
1982,5,5,277,-3.6758
1982,5,6,315,-1.9058
1982,5,7,349,-2.6694
1982,5,8,319,-3.2916
1982,5,9,371,-3.4236
1982,5,10,421,-2.9142
1982,6,1,356,-1.2338
1982,6,2,266,-2.7451
1982,6,3,278,-4.7134
1982,6,4,292,-2.4240
1982,6,5,276,-1.9186
1982,6,6,314,-1.8737
1982,6,7,346,-2.2797
1982,6,8,319,-1.2135
1982,6,9,367,-0.6423
1982,6,10,420,0.1757
1982,7,1,488,-2.2950
1982,7,2,282,-1.2475
1982,7,3,343,-4.6183
1982,7,4,329,-4.8680
1982,7,5,310,-3.9887
1982,7,6,348,-4.4702
1982,7,7,335,-1.4313
1982,7,8,409,-0.5532
1982,7,9,355,2.4819
1982,7,10,432,0.5209
1982,8,1,479,13.3227
1982,8,2,276,11.6591
1982,8,3,341,13.3672
1982,8,4,325,13.4907
1982,8,5,307,10.9651
1982,8,6,343,10.9544
1982,8,7,334,13.3541
1982,8,8,408,12.3500
1982,8,9,354,9.5505
1982,8,10,429,11.8369
1982,9,1,481,0.1218
1982,9,2,276,0.5216
1982,9,3,341,0.7728
1982,9,4,326,-0.1814
1982,9,5,307,0.6618
1982,9,6,344,1.8027
1982,9,7,332,0.5650
1982,9,8,405,1.7542
1982,9,9,352,3.6577
1982,9,10,427,2.5309
1982,10,1,476,9.4027
1982,10,2,275,7.1699
1982,10,3,336,13.7944
1982,10,4,325,9.9694
1982,10,5,304,11.9840
1982,10,6,342,11.5497
1982,10,7,329,12.8279
1982,10,8,403,13.9296
1982,10,9,349,11.5898
1982,10,10,423,10.8315
1982,11,1,466,4.6159
1982,11,2,275,2.6846
1982,11,3,336,4.2254
1982,11,4,325,0.2346
1982,11,5,302,3.4443
1982,11,6,340,3.5694
1982,11,7,326,7.1476
1982,11,8,401,7.5348
1982,11,9,346,9.4095
1982,11,10,423,8.0836
1982,12,1,458,2.0756
1982,12,2,271,1.4700
1982,12,3,334,2.6011
1982,12,4,322,3.5272
1982,12,5,304,1.1001
1982,12,6,341,1.2457
1982,12,7,328,-0.4976
1982,12,8,402,0.1182
1982,12,9,344,3.8975
1982,12,10,420,0.1337
1983,1,1,455,4.8390
1983,1,2,270,8.9024
1983,1,3,330,3.7789
1983,1,4,322,4.9973
1983,1,5,304,5.7621
