year,month,rank_GPA,nstocks,ret_vw
1983,1,6,340,4.9828
1983,1,7,324,3.1875
1983,1,8,400,4.2188
1983,1,9,342,3.8102
1983,1,10,420,1.3059
1983,2,1,450,2.5899
1983,2,2,270,0.5848
1983,2,3,328,2.9188
1983,2,4,316,1.8268
1983,2,5,302,3.7981
1983,2,6,338,3.7644
1983,2,7,321,4.5096
1983,2,8,399,3.6118
1983,2,9,338,3.1769
1983,2,10,413,4.3946
1983,3,1,448,2.8264
1983,3,2,269,0.4533
1983,3,3,325,1.9949
1983,3,4,316,4.4897
1983,3,5,299,3.7712
1983,3,6,337,2.4239
1983,3,7,321,2.3527
1983,3,8,398,3.6243
1983,3,9,333,4.2155
1983,3,10,413,4.1524
1983,4,1,447,6.5520
1983,4,2,267,6.3459
1983,4,3,322,8.3716
1983,4,4,315,8.6537
1983,4,5,298,6.2108
1983,4,6,336,7.0012
1983,4,7,320,4.7066
1983,4,8,397,5.8764
1983,4,9,330,10.3192
1983,4,10,409,4.6922
1983,5,1,442,1.6109
1983,5,2,264,-0.2399
1983,5,3,319,1.8807
1983,5,4,315,3.0157
1983,5,5,296,2.2369
1983,5,6,336,0.4878
1983,5,7,320,0.2857
1983,5,8,396,1.3680
1983,5,9,328,-1.1972
1983,5,10,409,0.6993
1983,6,1,435,-0.3412
1983,6,2,261,0.6441
1983,6,3,318,4.4631
1983,6,4,314,4.8516
1983,6,5,296,6.2625
1983,6,6,335,4.2379
1983,6,7,317,5.9636
1983,6,8,396,4.2097
1983,6,9,327,6.6174
1983,6,10,408,4.8478
1983,7,1,530,-1.3551
1983,7,2,263,-0.4244
1983,7,3,323,-2.1181
1983,7,4,334,-5.1348
1983,7,5,351,-1.8852
1983,7,6,373,-4.7142
1983,7,7,408,-3.7848
1983,7,8,378,-4.0088
1983,7,9,372,-4.5919
1983,7,10,400,-3.2861
1983,8,1,524,-1.1667
1983,8,2,261,0.4602
1983,8,3,322,2.0180
1983,8,4,332,1.2500
1983,8,5,350,3.5118
1983,8,6,371,1.8560
1983,8,7,408,-1.1515
1983,8,8,376,-0.8028
1983,8,9,372,-0.4183
1983,8,10,398,-1.8260
1983,9,1,515,0.7269
1983,9,2,259,2.7128
1983,9,3,321,1.8764
1983,9,4,328,-0.7835
1983,9,5,348,-0.9735
1983,9,6,369,0.7641
1983,9,7,406,3.5225
1983,9,8,375,3.0870
1983,9,9,371,2.9580
1983,9,10,397,3.9041
1983,10,1,509,0.9706
1983,10,2,259,0.7325
1983,10,3,318,-2.7211
1983,10,4,325,-5.0652
1983,10,5,345,-1.3005
1983,10,6,368,-3.1730
1983,10,7,405,-4.9104
1983,10,8,372,-2.7697
1983,10,9,371,-2.6304
1983,10,10,396,-1.3332
1983,11,1,500,1.1127
1983,11,2,259,2.0729
1983,11,3,313,1.8470
1983,11,4,325,3.4478
1983,11,5,342,3.3235
1983,11,6,366,4.8991
1983,11,7,403,4.0558
1983,11,8,371,2.7874
1983,11,9,371,4.1817
1983,11,10,395,-0.5673
1983,12,1,496,-4.8293
1983,12,2,259,-2.6565
1983,12,3,313,-0.2769
1983,12,4,322,-0.5049
1983,12,5,340,0.3084
1983,12,6,365,1.3668
1983,12,7,403,-0.5829
1983,12,8,370,-2.3011
1983,12,9,370,-2.1692
1983,12,10,394,-0.2721
1984,1,1,486,-1.3072
1984,1,2,255,0.3366
1984,1,3,312,2.3709
1984,1,4,323,4.1310
1984,1,5,339,0.3016
1984,1,6,365,-0.9824
1984,1,7,402,-2.2542
1984,1,8,366,-5.1822
1984,1,9,370,-4.2390
1984,1,10,391,-5.0375
1984,2,1,472,-4.4862
1984,2,2,254,-4.5911
1984,2,3,311,-2.9418
1984,2,4,318,-1.5713
1984,2,5,337,-3.7146
1984,2,6,360,-2.2210
1984,2,7,399,-7.4880
1984,2,8,366,-3.8392
1984,2,9,370,-5.2495
1984,2,10,389,-3.7083
1984,3,1,463,1.5864
1984,3,2,254,1.1625
1984,3,3,309,-0.0839
1984,3,4,315,1.0639
1984,3,5,333,1.1706
1984,3,6,357,3.7050
1984,3,7,397,1.0681
1984,3,8,364,1.0445
1984,3,9,368,1.4846
1984,3,10,387,2.1405
1984,4,1,457,-4.2904
1984,4,2,253,-0.4548
1984,4,3,308,-0.0790
1984,4,4,312,2.3261
1984,4,5,333,2.3972
1984,4,6,357,1.8656
1984,4,7,398,0.1963
1984,4,8,364,1.2355
1984,4,9,368,0.3656
1984,4,10,383,0.9405
1984,5,1,454,-4.6947
1984,5,2,251,-2.6393
1984,5,3,306,-6.1953
1984,5,4,311,-5.0165
1984,5,5,331,-5.6669
1984,5,6,355,-4.9833
1984,5,7,397,-3.9208
1984,5,8,362,-6.4732
1984,5,9,366,-3.0883
1984,5,10,382,-4.6663
1984,6,1,447,-0.2684
1984,6,2,247,1.7789
1984,6,3,305,2.9425
1984,6,4,308,-0.3152
1984,6,5,329,1.9304
1984,6,6,354,0.8460
1984,6,7,397,4.8942
1984,6,8,361,4.2677
1984,6,9,366,6.7284
1984,6,10,377,2.6476
1984,7,1,590,-3.2201
1984,7,2,259,-1.9917
1984,7,3,322,-3.1059
1984,7,4,409,-4.0538
1984,7,5,391,-2.3487
1984,7,6,393,-1.5818
1984,7,7,373,-1.7367
1984,7,8,395,-2.8436
1984,7,9,406,-2.4895
1984,7,10,375,1.0637
1984,8,1,581,11.9135
1984,8,2,259,8.6271
1984,8,3,317,11.3512
1984,8,4,406,11.5435
1984,8,5,389,12.3588
1984,8,6,392,12.1064
1984,8,7,371,11.3133
1984,8,8,395,11.2884
1984,8,9,402,10.1257
1984,8,10,371,10.7433
1984,9,1,572,1.4300
1984,9,2,258,3.0136
1984,9,3,316,-0.5383
1984,9,4,407,-0.9265
1984,9,5,385,1.3182
1984,9,6,393,-2.6371
1984,9,7,371,-0.7175
1984,9,8,391,-3.2112
1984,9,9,401,-1.5475
1984,9,10,369,-0.5087
1984,10,1,550,-0.0818
1984,10,2,257,1.7872
1984,10,3,316,-2.1076
1984,10,4,405,-2.3897
1984,10,5,382,0.2917
1984,10,6,391,-0.8091
1984,10,7,365,-0.3705
1984,10,8,388,0.9078
1984,10,9,398,2.0157
1984,10,10,366,0.6006
1984,11,1,542,0.2458
1984,11,2,253,2.0615
1984,11,3,316,-0.5025
1984,11,4,399,-2.1242
1984,11,5,382,-2.3762
1984,11,6,389,-1.3067
1984,11,7,362,-1.4655
1984,11,8,385,-1.9106
1984,11,9,396,-1.8615
1984,11,10,362,-1.3067
1984,12,1,529,1.1612
1984,12,2,252,2.5566
1984,12,3,309,2.1786
1984,12,4,394,0.5466
1984,12,5,381,2.1839
1984,12,6,386,2.4752
1984,12,7,359,3.3145
1984,12,8,384,3.4868
1984,12,9,393,2.1402
1984,12,10,358,1.6329
1985,1,1,526,9.3871
1985,1,2,251,4.0670
1985,1,3,302,7.6876
1985,1,4,395,7.0455
1985,1,5,380,8.8569
1985,1,6,383,10.8021
1985,1,7,358,8.6565
1985,1,8,381,9.5723
1985,1,9,392,7.4299
1985,1,10,357,9.7089
1985,2,1,515,0.5522
1985,2,2,248,0.6970
1985,2,3,303,2.6267
1985,2,4,389,2.8387
1985,2,5,378,1.7252
1985,2,6,380,0.9216
1985,2,7,357,2.1182
1985,2,8,377,2.0751
1985,2,9,389,1.2714
1985,2,10,356,2.0552
1985,3,1,511,0.9225
1985,3,2,247,4.1683
1985,3,3,300,1.1077
1985,3,4,386,-0.6480
1985,3,5,376,-1.0972
1985,3,6,375,-3.1970
1985,3,7,356,-0.1174
1985,3,8,373,-0.5627
1985,3,9,388,0.0078
1985,3,10,353,-0.9087
1985,4,1,504,-0.8133
1985,4,2,246,0.8689
1985,4,3,296,-0.6665
1985,4,4,385,1.5129
1985,4,5,376,-0.1441
1985,4,6,372,-0.9393
1985,4,7,353,-2.5207
1985,4,8,370,-3.4700
1985,4,9,388,-2.2494
1985,4,10,353,-0.3514
1985,5,1,503,6.3646
1985,5,2,246,5.2738
1985,5,3,296,4.6038
1985,5,4,384,4.3610
1985,5,5,374,5.0909
1985,5,6,371,4.9959
1985,5,7,352,5.0271
1985,5,8,364,6.9816
1985,5,9,386,7.9326
1985,5,10,350,6.2039
1985,6,1,494,2.1890
1985,6,2,243,2.6734
1985,6,3,293,2.7397
1985,6,4,380,1.2627
1985,6,5,371,0.9200
1985,6,6,365,1.4306
1985,6,7,347,1.1802
1985,6,8,365,2.5239
1985,6,9,381,1.8385
1985,6,10,347,0.2356
1985,7,1,620,-2.3132
1985,7,2,290,-3.2968
1985,7,3,315,-0.5388
1985,7,4,409,1.2546
1985,7,5,399,0.9915
1985,7,6,405,2.4865
1985,7,7,396,1.3792
1985,7,8,367,-0.6932
1985,7,9,427,2.9623
1985,7,10,432,-3.4370
1985,8,1,614,0.3374
1985,8,2,287,1.2690
1985,8,3,312,-0.7013
1985,8,4,409,-0.2421
1985,8,5,396,0.0942
1985,8,6,402,-1.4787
1985,8,7,393,-0.0657
1985,8,8,367,-0.7986
1985,8,9,422,-2.1238
1985,8,10,431,0.2725
1985,9,1,603,-6.5378
1985,9,2,285,-4.8890
1985,9,3,312,-5.5815
1985,9,4,404,-3.3509
1985,9,5,390,-2.6599
1985,9,6,398,-4.9582
1985,9,7,394,-4.4159
1985,9,8,361,-3.1391
1985,9,9,421,-2.9349
1985,9,10,427,-0.9128
1985,10,1,599,4.9258
1985,10,2,282,5.1956
1985,10,3,312,2.4653
1985,10,4,399,3.7834
1985,10,5,386,4.9756
1985,10,6,394,2.6815
1985,10,7,392,1.9047
1985,10,8,361,3.7454
1985,10,9,418,4.2265
1985,10,10,425,6.0607
1985,11,1,589,4.9300
1985,11,2,281,4.5037
1985,11,3,311,6.1036
1985,11,4,392,4.1653
1985,11,5,386,5.6431
1985,11,6,391,6.7333
1985,11,7,386,8.5291
1985,11,8,360,9.2276
1985,11,9,414,9.8156
1985,11,10,419,7.7537
1985,12,1,577,4.3570
1985,12,2,279,3.4654
1985,12,3,308,4.6179
1985,12,4,391,1.3423
1985,12,5,382,3.4698
1985,12,6,389,5.3820
1985,12,7,382,5.1673
1985,12,8,357,5.5674
1985,12,9,410,6.3860
1985,12,10,415,4.5064
1986,1,1,567,4.8712
1986,1,2,273,1.6796
1986,1,3,306,-0.0848
1986,1,4,386,-0.5083
1986,1,5,380,-0.7660
1986,1,6,388,1.1339
1986,1,7,381,1.4474
1986,1,8,354,-0.2161
1986,1,9,409,-0.0947
1986,1,10,407,1.4553
1986,2,1,559,7.8200
1986,2,2,273,6.1331
1986,2,3,302,5.8548
1986,2,4,384,7.5936
1986,2,5,376,6.9486
1986,2,6,386,9.8534
1986,2,7,378,10.7736
1986,2,8,352,8.3358
1986,2,9,406,6.5791
1986,2,10,406,6.6453
1986,3,1,555,5.3521
1986,3,2,269,3.2629
1986,3,3,299,5.5732
1986,3,4,379,4.8744
1986,3,5,375,4.1937
1986,3,6,385,6.0102
1986,3,7,378,4.4910
1986,3,8,350,6.0361
1986,3,9,407,4.8996
1986,3,10,405,8.6617
1986,4,1,546,-6.1341
1986,4,2,268,0.0303
1986,4,3,297,-1.7521
1986,4,4,379,-1.6765
1986,4,5,375,-0.9708
1986,4,6,381,0.0368
1986,4,7,376,-0.1289
1986,4,8,347,1.3058
1986,4,9,404,2.0383
1986,4,10,402,1.6589
1986,5,1,529,3.5092
1986,5,2,265,4.1520
1986,5,3,293,4.4121
1986,5,4,378,4.6844
1986,5,5,370,5.5646
1986,5,6,382,4.2862
1986,5,7,374,4.4960
1986,5,8,341,5.9812
1986,5,9,404,4.0779
1986,5,10,400,9.2021
1986,6,1,521,2.8213
1986,6,2,263,2.0461
1986,6,3,290,3.0510
1986,6,4,372,-1.9047
1986,6,5,367,1.6885
1986,6,6,380,1.2943
1986,6,7,372,-0.6147
1986,6,8,339,1.7616
1986,6,9,401,0.4873
1986,6,10,395,4.3450
1986,7,1,599,-4.4888
1986,7,2,295,-0.2285
1986,7,3,300,-3.4113
1986,7,4,349,-7.3453
1986,7,5,370,-5.7431
1986,7,6,408,-6.5240
1986,7,7,383,-8.1852
1986,7,8,408,-6.6156
1986,7,9,439,-7.4164
1986,7,10,485,-6.7702
1986,8,1,595,7.3062
1986,8,2,290,6.5508
1986,8,3,299,7.9817
1986,8,4,344,8.0413
1986,8,5,368,11.1762
1986,8,6,407,8.0154
1986,8,7,379,6.5594
1986,8,8,405,4.6487
1986,8,9,437,3.8588
1986,8,10,481,2.6838
1986,9,1,587,-7.8211
1986,9,2,285,-7.8505
1986,9,3,297,-7.0492
1986,9,4,344,-6.1783
1986,9,5,362,-4.0391
1986,9,6,406,-6.5098
1986,9,7,378,-7.5795
1986,9,8,405,-10.4275
1986,9,9,436,-8.0303
1986,9,10,477,-10.7246
1986,10,1,579,3.7000
1986,10,2,280,5.9633
1986,10,3,293,6.0308
1986,10,4,342,5.5138
1986,10,5,357,4.4044
1986,10,6,402,7.1224
1986,10,7,374,5.7624
1986,10,8,402,7.7436
1986,10,9,436,2.2646
1986,10,10,473,7.8491
1986,11,1,569,0.7263
1986,11,2,278,-0.1765
1986,11,3,292,0.8560
1986,11,4,338,1.7997
1986,11,5,351,2.7354
1986,11,6,398,3.3869
1986,11,7,372,2.6384
1986,11,8,399,3.3773
1986,11,9,434,3.2167
1986,11,10,470,1.6030
1986,12,1,552,-4.4088
1986,12,2,275,-3.9278
1986,12,3,290,-3.0152
1986,12,4,331,-3.6730
1986,12,5,350,-1.9181
1986,12,6,395,-1.5554
1986,12,7,367,-2.2383
1986,12,8,396,-2.6061
1986,12,9,431,-3.3443
1986,12,10,463,-2.9178
1987,1,1,547,10.9292
1987,1,2,271,11.4357
1987,1,3,280,11.2438
1987,1,4,326,14.4550
1987,1,5,342,14.7990
1987,1,6,388,14.0597
1987,1,7,357,18.1179
1987,1,8,389,13.1243
1987,1,9,421,12.0492
1987,1,10,454,13.7737
1987,2,1,541,4.7950
1987,2,2,269,0.8769
1987,2,3,278,1.1509
1987,2,4,325,4.3172
1987,2,5,339,2.3230
1987,2,6,385,2.7718
1987,2,7,354,6.0402
1987,2,8,384,6.0440
1987,2,9,419,8.8109
1987,2,10,449,9.0691
1987,3,1,539,0.5573
1987,3,2,267,-0.7177
1987,3,3,278,2.5622
1987,3,4,322,3.6990
1987,3,5,337,8.7117
1987,3,6,384,3.7608
1987,3,7,353,2.3532
1987,3,8,383,1.3464
1987,3,9,419,1.9415
1987,3,10,448,2.0867
1987,4,1,532,-1.8811
1987,4,2,264,-3.2787
1987,4,3,273,-3.1346
1987,4,4,322,0.9943
1987,4,5,333,1.2859
1987,4,6,384,-1.4425
1987,4,7,351,-0.2976
1987,4,8,381,-0.6893
1987,4,9,416,0.3532
1987,4,10,447,-2.6444
1987,5,1,529,-0.8785
1987,5,2,263,0.3336
1987,5,3,271,0.3550
1987,5,4,320,0.9280
1987,5,5,333,0.3768
1987,5,6,383,0.8054
1987,5,7,348,-0.6958
1987,5,8,378,1.6862
1987,5,9,410,2.4932
1987,5,10,445,0.7042
1987,6,1,526,1.7642
1987,6,2,263,3.4976
1987,6,3,271,4.7965
1987,6,4,319,3.4063
1987,6,5,330,4.8261
1987,6,6,381,5.5748
1987,6,7,346,4.0571
1987,6,8,379,4.6021
1987,6,9,409,4.1577
1987,6,10,443,5.9727
1987,7,1,644,4.9332
1987,7,2,273,2.8054
1987,7,3,275,3.2976
1987,7,4,388,3.9855
1987,7,5,389,5.0966
1987,7,6,410,6.1046
1987,7,7,408,5.8496
1987,7,8,394,5.6968
1987,7,9,454,4.0765
1987,7,10,491,4.7893
1987,8,1,638,0.6347
1987,8,2,272,2.9401
1987,8,3,275,0.6228
1987,8,4,387,3.0259
1987,8,5,383,4.1464
1987,8,6,402,2.7140
1987,8,7,406,5.6783
1987,8,8,391,6.0885
1987,8,9,453,4.1448
1987,8,10,488,4.3586
1987,9,1,630,-2.6166
1987,9,2,273,-2.3042
1987,9,3,275,-0.4490
1987,9,4,384,-0.8612
1987,9,5,380,-1.8922
1987,9,6,396,-1.4913
1987,9,7,404,-1.0781
1987,9,8,389,-1.0785
1987,9,9,448,-4.1778
1987,9,10,486,-3.9124
1987,10,1,627,-26.4639
1987,10,2,269,-16.7543
1987,10,3,273,-16.4737
1987,10,4,380,-21.2412
1987,10,5,380,-22.6782
1987,10,6,395,-27.2587
1987,10,7,402,-26.7273
1987,10,8,386,-23.3203
1987,10,9,444,-21.8757
1987,10,10,480,-23.0830
1987,11,1,620,-3.8791
1987,11,2,265,-3.8734
1987,11,3,271,-4.4329
1987,11,4,377,-6.4865
1987,11,5,372,-8.9997
1987,11,6,393,-6.6663
1987,11,7,403,-9.0732
1987,11,8,382,-8.8673
1987,11,9,439,-7.9699
1987,11,10,473,-9.5119
1987,12,1,612,4.2322
1987,12,2,266,3.9425
1987,12,3,269,4.4476
1987,12,4,377,7.3747
1987,12,5,371,8.3291
1987,12,6,390,10.8959
1987,12,7,399,11.4440
1987,12,8,378,9.2344
1987,12,9,433,7.2950
1987,12,10,467,9.8597
1988,1,1,602,4.2145
1988,1,2,263,7.7561
1988,1,3,268,5.5050
1988,1,4,374,5.6231
1988,1,5,367,5.3280
1988,1,6,387,0.7732
1988,1,7,395,0.7239
1988,1,8,374,2.3579
1988,1,9,430,1.0278
1988,1,10,461,4.7653
1988,2,1,596,5.3895
1988,2,2,263,1.7167
1988,2,3,265,3.8744
1988,2,4,369,4.6311
1988,2,5,365,4.6994
1988,2,6,382,7.8589
1988,2,7,393,8.0187
1988,2,8,371,5.4478
1988,2,9,429,7.0666
1988,2,10,458,5.9794
1988,3,1,585,0.4534
1988,3,2,260,-2.0353
1988,3,3,262,-0.0169
1988,3,4,364,-0.3725
1988,3,5,363,-2.8762
1988,3,6,378,-0.1779
1988,3,7,393,-1.5139
1988,3,8,370,-3.5190
1988,3,9,424,-3.5326
1988,3,10,453,-1.4870
1988,4,1,577,-0.2123
1988,4,2,257,1.0869
1988,4,3,260,0.9924
1988,4,4,360,1.3368
1988,4,5,362,3.4891
1988,4,6,374,1.6169
1988,4,7,386,0.7372
1988,4,8,369,-0.0959
1988,4,9,424,0.6925
1988,4,10,449,0.5269
1988,5,1,572,-0.4168
1988,5,2,256,1.4489
1988,5,3,259,1.7887
1988,5,4,356,1.1067
1988,5,5,359,-0.0556
1988,5,6,368,-0.9462
1988,5,7,383,-0.4521
1988,5,8,365,-0.2918
1988,5,9,423,-0.6853
1988,5,10,448,-0.5515
1988,6,1,561,5.5705
1988,6,2,253,4.5109
1988,6,3,256,2.2984
1988,6,4,352,3.1268
1988,6,5,356,5.4681
1988,6,6,362,6.8756
1988,6,7,380,6.9896
1988,6,8,361,5.2558
1988,6,9,420,5.7503
1988,6,10,444,5.5667
1988,7,1,641,-0.9890
1988,7,2,254,0.1562
1988,7,3,303,-0.4038
1988,7,4,332,0.9289
1988,7,5,459,-1.1094
1988,7,6,406,-2.6112
1988,7,7,407,-1.6884
1988,7,8,425,-2.1837
1988,7,9,468,-0.7410
1988,7,10,535,-0.9765
1988,8,1,640,-1.9298
1988,8,2,251,-1.9531
1988,8,3,302,-2.5404
1988,8,4,331,-2.0896
1988,8,5,456,-4.2575
1988,8,6,404,-4.1716
1988,8,7,402,-3.6185
1988,8,8,424,-4.4586
1988,8,9,463,-3.0922
1988,8,10,529,-2.3869
1988,9,1,634,3.7024
1988,9,2,247,4.9805
1988,9,3,299,4.1733
1988,9,4,329,0.8873
1988,9,5,449,3.7248
1988,9,6,401,3.5504
1988,9,7,397,4.2091
1988,9,8,416,4.7041
1988,9,9,459,4.3352
1988,9,10,526,6.1755
1988,10,1,628,1.8335
1988,10,2,245,2.4170
1988,10,3,296,2.9320
1988,10,4,326,1.7190
1988,10,5,445,1.4387
1988,10,6,397,0.0577
1988,10,7,394,1.5537
1988,10,8,412,4.2329
1988,10,9,454,2.8872
1988,10,10,523,1.1682
1988,11,1,619,-1.0791
1988,11,2,243,-0.8995
1988,11,3,294,-0.0038
1988,11,4,326,-1.5926
1988,11,5,439,-0.7737
1988,11,6,396,-2.3020
1988,11,7,390,-3.6852
1988,11,8,407,-1.4530
1988,11,9,451,-1.5598
1988,11,10,518,-2.3219
1988,12,1,614,1.9304
1988,12,2,242,2.1940
1988,12,3,291,1.3590
1988,12,4,319,1.6830
1988,12,5,434,1.4647
1988,12,6,392,5.3367
1988,12,7,385,3.1201
1988,12,8,405,2.9889
1988,12,9,451,2.9263
1988,12,10,510,2.2774
1989,1,1,604,6.1230
1989,1,2,238,4.8939
1989,1,3,289,6.0421
1989,1,4,318,7.1045
1989,1,5,431,7.1785
1989,1,6,390,6.9471
1989,1,7,383,7.0702
1989,1,8,399,5.6423
1989,1,9,443,7.6554
1989,1,10,500,6.1128
1989,2,1,597,-0.7277
1989,2,2,233,-1.2924
1989,2,3,287,-1.3089
1989,2,4,315,-2.3564
1989,2,5,429,-2.4402
1989,2,6,390,-2.0436
1989,2,7,379,-1.3977
1989,2,8,394,-2.3681
1989,2,9,441,-2.1788
1989,2,10,498,-2.0224
1989,3,1,591,0.6922
1989,3,2,233,2.6774
1989,3,3,286,2.4747
1989,3,4,312,2.2307
1989,3,5,427,1.2875
1989,3,6,383,4.4198
1989,3,7,375,1.6040
1989,3,8,393,-0.5423
1989,3,9,437,2.3303
1989,3,10,495,3.0515
1989,4,1,584,4.8919
1989,4,2,232,5.8091
1989,4,3,284,5.6225
1989,4,4,308,4.0107
1989,4,5,422,5.3983
1989,4,6,381,4.8212
1989,4,7,374,5.4670
1989,4,8,390,5.2394
1989,4,9,428,5.7749
1989,4,10,492,5.4324
1989,5,1,575,4.5301
1989,5,2,232,5.4470
1989,5,3,284,4.5227
1989,5,4,306,3.3097
1989,5,5,421,4.8395
1989,5,6,380,4.0640
1989,5,7,373,2.9928
1989,5,8,386,3.5364
1989,5,9,425,3.7520
1989,5,10,490,5.1822
1989,6,1,570,0.5732
1989,6,2,227,1.0169
1989,6,3,284,-0.0325
1989,6,4,305,-0.6904
1989,6,5,418,-1.4466
1989,6,6,379,-0.6685
1989,6,7,365,-2.3723
1989,6,8,382,-0.2260
1989,6,9,417,-1.9398
1989,6,10,488,-1.9915
1989,7,1,592,5.7886
1989,7,2,217,5.7390
1989,7,3,317,8.1170
1989,7,4,377,7.0981
1989,7,5,376,6.9550
1989,7,6,371,7.3086
1989,7,7,378,6.7385
1989,7,8,449,6.3471
1989,7,9,481,12.2477
1989,7,10,539,9.5752
1989,8,1,586,1.6970
1989,8,2,215,2.4811
1989,8,3,315,3.3830
1989,8,4,375,4.3086
1989,8,5,374,1.2083
1989,8,6,369,2.9315
1989,8,7,373,2.2849
1989,8,8,446,2.6106
1989,8,9,479,1.6304
1989,8,10,539,0.3916
1989,9,1,580,-1.4629
1989,9,2,213,-1.0514
1989,9,3,312,-0.6104
1989,9,4,370,-0.3589
1989,9,5,373,0.5038
1989,9,6,366,0.2782
1989,9,7,371,-1.2942
1989,9,8,440,-2.4738
1989,9,9,475,-0.1743
1989,9,10,535,0.9657
1989,10,1,571,-3.7927
1989,10,2,213,-1.9070
1989,10,3,310,-3.0379
1989,10,4,368,-2.2981
1989,10,5,369,-2.2417
1989,10,6,365,-3.8537
1989,10,7,365,-5.0185
1989,10,8,437,-4.9998
1989,10,9,472,-0.7602
1989,10,10,534,-0.6557
1989,11,1,566,2.8156
1989,11,2,212,1.5267
1989,11,3,307,4.2973
1989,11,4,366,2.1789
1989,11,5,365,2.8829
1989,11,6,365,-0.1895
1989,11,7,362,0.3201
1989,11,8,435,2.0469
1989,11,9,469,1.9266
1989,11,10,529,1.5071
1989,12,1,563,3.0367
1989,12,2,210,2.1846
1989,12,3,305,3.4261
1989,12,4,363,1.9400
1989,12,5,365,5.2394
1989,12,6,364,3.1517
1989,12,7,359,1.5512
1989,12,8,433,0.7437
1989,12,9,464,1.9203
1989,12,10,521,1.2345
1990,1,1,561,-6.1164
1990,1,2,212,-6.1372
1990,1,3,303,-7.7587
1990,1,4,360,-5.3151
1990,1,5,361,-6.9351
1990,1,6,361,-8.1178
1990,1,7,357,-7.2682
1990,1,8,429,-4.2315
1990,1,9,462,-8.3265
1990,1,10,517,-6.7142
1990,2,1,554,1.5483
1990,2,2,212,2.3837
1990,2,3,300,1.2656
1990,2,4,359,2.8997
1990,2,5,355,2.2091
1990,2,6,359,0.6621
1990,2,7,356,2.6822
1990,2,8,427,1.8353
1990,2,9,457,1.0793
1990,2,10,512,-0.1215
1990,3,1,546,-0.3082
1990,3,2,212,0.5140
1990,3,3,298,2.5258
1990,3,4,358,3.9942
1990,3,5,353,1.2225
1990,3,6,355,3.2806
1990,3,7,355,5.3776
1990,3,8,425,4.0333
1990,3,9,456,5.1378
1990,3,10,509,4.8086
1990,4,1,541,-6.0627
1990,4,2,212,-4.8850
1990,4,3,296,-3.7021
1990,4,4,355,-3.3769
1990,4,5,352,-2.8468
1990,4,6,352,-0.7707
1990,4,7,350,-2.8174
1990,4,8,422,-2.2276
1990,4,9,454,-0.4965
1990,4,10,509,0.5779
1990,5,1,537,5.8391
1990,5,2,209,7.5171
1990,5,3,294,8.4622
1990,5,4,352,7.8462
1990,5,5,351,6.9442
1990,5,6,351,7.5969
1990,5,7,346,10.8613
1990,5,8,420,10.6290
1990,5,9,450,11.4825
1990,5,10,506,11.8735
1990,6,1,529,-0.4616
1990,6,2,208,-0.9795
1990,6,3,291,-0.9002
1990,6,4,347,-0.8081
1990,6,5,346,-2.4192
1990,6,6,348,0.8023
1990,6,7,345,-0.7081
1990,6,8,419,-1.2512
1990,6,9,451,0.1702
1990,6,10,504,3.2601
1990,7,1,546,-1.6984
1990,7,2,199,-0.5083
1990,7,3,285,0.1923
1990,7,4,371,1.1413
1990,7,5,322,0.6333
1990,7,6,384,-0.6120
1990,7,7,402,-3.3063
1990,7,8,447,-1.2998
1990,7,9,466,-2.3177
1990,7,10,592,-0.3689
1990,8,1,540,-9.3414
1990,8,2,197,-9.8761
1990,8,3,284,-9.2470
1990,8,4,367,-6.5966
1990,8,5,319,-7.2779
1990,8,6,383,-10.6755
1990,8,7,400,-10.5419
1990,8,8,445,-9.6116
1990,8,9,461,-10.5783
1990,8,10,586,-9.0215
1990,9,1,538,-6.6759
1990,9,2,196,-2.4141
1990,9,3,281,-5.4222
1990,9,4,363,-2.5008
1990,9,5,318,-2.7555
1990,9,6,379,-5.4123
1990,9,7,400,-6.6631
1990,9,8,441,-3.4013
1990,9,9,455,-6.6261
1990,9,10,584,-5.8409
1990,10,1,532,-0.6222
1990,10,2,195,2.6502
1990,10,3,281,-0.9683
1990,10,4,363,-1.1395
1990,10,5,317,-3.0640
1990,10,6,376,-2.2534
1990,10,7,397,-1.3773
1990,10,8,438,-0.0828
1990,10,9,450,2.0340
1990,10,10,584,0.6565
1990,11,1,529,4.8839
1990,11,2,195,4.0370
1990,11,3,279,4.5700
1990,11,4,361,3.9568
1990,11,5,315,2.6514
1990,11,6,374,7.9822
1990,11,7,396,7.4738
1990,11,8,436,7.5476
1990,11,9,449,6.0242
1990,11,10,575,10.3726
1990,12,1,523,1.2311
1990,12,2,191,1.1484
1990,12,3,278,2.2296
1990,12,4,360,1.4790
1990,12,5,315,2.0277
1990,12,6,371,3.6768
1990,12,7,396,4.9553
1990,12,8,434,2.9844
1990,12,9,446,3.1787
1990,12,10,574,4.2495
1991,1,1,521,3.3064
1991,1,2,191,2.2966
1991,1,3,275,3.8759
1991,1,4,359,1.7688
1991,1,5,314,1.9663
1991,1,6,368,5.4587
1991,1,7,393,7.5364
1991,1,8,432,7.8711
1991,1,9,442,6.4145
1991,1,10,572,6.6212
1991,2,1,516,8.9546
1991,2,2,191,6.6521
1991,2,3,275,6.9302
1991,2,4,354,5.8358
1991,2,5,314,5.9966
1991,2,6,366,5.5886
1991,2,7,390,5.5079
