year,month,rank_Fq_12,nstocks,ret_vw
2006,12,5,1651,0.3917
2006,12,6,1093,-0.2682
2006,12,7,423,-1.4101
2007,1,1,842,3.0718
2007,1,2,1185,2.9680
2007,1,3,1586,1.4174
2007,1,4,1679,2.9959
2007,1,5,1506,2.8831
2007,1,6,976,2.3009
2007,1,7,372,3.4693
2007,2,1,918,-0.3196
2007,2,2,1323,-0.8853
2007,2,3,1738,-0.4343
2007,2,4,1820,-0.9949
2007,2,5,1649,-1.2416
2007,2,6,1083,-1.2757
2007,2,7,419,-0.0695
2007,3,1,909,1.4330
2007,3,2,1326,1.3956
2007,3,3,1740,1.0626
2007,3,4,1829,1.6675
2007,3,5,1661,1.3077
2007,3,6,1084,2.0609
2007,3,7,417,2.5485
2007,4,1,822,3.2344
2007,4,2,1213,4.1594
2007,4,3,1581,4.2142
2007,4,4,1647,3.3917
2007,4,5,1485,3.5165
2007,4,6,975,4.2972
2007,4,7,349,5.4418
2007,5,1,906,3.7180
2007,5,2,1336,2.8081
2007,5,3,1755,3.6397
2007,5,4,1869,4.3064
2007,5,5,1644,3.7441
2007,5,6,1092,4.6003
2007,5,7,407,4.4675
2007,6,1,898,-1.1865
2007,6,2,1325,-0.1762
2007,6,3,1755,-0.8653
2007,6,4,1873,-1.1004
2007,6,5,1631,-1.4131
2007,6,6,1098,-1.0993
2007,6,7,414,-0.9917
2007,7,1,790,-3.5151
2007,7,2,1163,-1.9477
2007,7,3,1526,-2.3682
2007,7,4,1677,-2.5675
2007,7,5,1445,-2.6029
2007,7,6,966,-2.4647
2007,7,7,344,-2.6141
2007,8,1,934,1.7786
2007,8,2,1325,3.0812
2007,8,3,1742,2.3983
2007,8,4,1858,1.4614
2007,8,5,1587,0.5923
2007,8,6,1065,0.5896
2007,8,7,360,0.6864
2007,9,1,937,2.8592
2007,9,2,1329,4.0867
2007,9,3,1747,3.5412
2007,9,4,1854,4.6284
2007,9,5,1582,3.5006
2007,9,6,1051,3.7663
2007,9,7,358,3.7386
2007,10,1,824,2.8685
2007,10,2,1178,2.3440
2007,10,3,1589,3.1913
2007,10,4,1701,4.1210
2007,10,5,1419,2.0566
2007,10,6,933,2.3847
2007,10,7,311,3.2945
2007,11,1,892,-7.8713
2007,11,2,1314,-4.8838
2007,11,3,1761,-4.8298
2007,11,4,1854,-3.9289
2007,11,5,1578,-3.3097
2007,11,6,1039,-3.2265
2007,11,7,352,-4.6949
2007,12,1,895,-1.0484
2007,12,2,1303,0.6828
2007,12,3,1756,0.1904
2007,12,4,1839,0.1081
2007,12,5,1563,0.0179
2007,12,6,1045,-0.1093
2007,12,7,350,-0.9767
2008,1,1,808,-8.1641
2008,1,2,1154,-8.2118
2008,1,3,1589,-7.6387
2008,1,4,1691,-7.9305
2008,1,5,1419,-6.6551
2008,1,6,906,-6.5928
2008,1,7,287,-5.9056
2008,2,1,874,-0.8362
2008,2,2,1289,-1.0472
2008,2,3,1750,-1.1117
2008,2,4,1870,-1.8513
2008,2,5,1552,-1.0217
2008,2,6,1001,-0.1421
2008,2,7,347,-0.1891
2008,3,1,879,-2.2645
2008,3,2,1309,-0.5175
2008,3,3,1753,-0.3634
2008,3,4,1874,0.4108
2008,3,5,1547,0.7528
2008,3,6,996,-0.6777
2008,3,7,343,-1.1373
2008,4,1,809,4.3836
2008,4,2,1167,6.0225
2008,4,3,1584,5.4887
2008,4,4,1720,5.2464
2008,4,5,1397,5.2268
2008,4,6,882,4.7837
2008,4,7,287,5.4950
2008,5,1,888,4.6668
2008,5,2,1299,3.4606
2008,5,3,1779,3.5481
2008,5,4,1892,4.0437
2008,5,5,1552,4.1553
2008,5,6,1000,4.1870
2008,5,7,333,3.6971
2008,6,1,888,-8.5006
2008,6,2,1296,-5.3814
2008,6,3,1776,-5.3636
2008,6,4,1886,-5.9379
2008,6,5,1549,-7.5077
2008,6,6,994,-5.9845
2008,6,7,332,-5.4377
2008,7,1,780,-3.1465
2008,7,2,1171,-3.9713
2008,7,3,1585,-3.2387
2008,7,4,1664,-1.4545
2008,7,5,1365,-1.8274
2008,7,6,865,-1.6594
2008,7,7,277,-2.3320
2008,8,1,956,3.4818
2008,8,2,1331,1.8335
2008,8,3,1752,1.9066
2008,8,4,1812,2.6688
2008,8,5,1483,2.0090
2008,8,6,921,1.4109
2008,8,7,315,-0.3789
2008,9,1,956,-12.5928
2008,9,2,1334,-12.1345
2008,9,3,1742,-9.5792
2008,9,4,1810,-9.1526
2008,9,5,1482,-11.4670
2008,9,6,924,-11.9872
2008,9,7,313,-16.2443
2008,10,1,817,-24.4857
2008,10,2,1200,-19.2367
2008,10,3,1572,-17.6610
2008,10,4,1647,-17.2218
2008,10,5,1334,-13.6328
2008,10,6,809,-18.8112
2008,10,7,286,-19.0794
2008,11,1,900,-11.4124
2008,11,2,1356,-7.8828
2008,11,3,1721,-5.0262
2008,11,4,1821,-7.5987
2008,11,5,1471,-5.4258
2008,11,6,904,-7.7348
2008,11,7,322,-7.4041
2008,12,1,900,4.6649
2008,12,2,1352,2.1530
2008,12,3,1716,2.1699
2008,12,4,1817,2.2391
2008,12,5,1469,1.5100
2008,12,6,913,3.3940
2008,12,7,324,4.1672
2009,1,1,815,-5.2642
2009,1,2,1222,-4.8372
2009,1,3,1554,-4.5708
2009,1,4,1633,-5.7306
2009,1,5,1314,-5.9955
2009,1,6,783,-4.8513
2009,1,7,284,-4.1818
2009,2,1,928,-8.0689
2009,2,2,1392,-8.7899
2009,2,3,1741,-9.2188
2009,2,4,1782,-8.4369
2009,2,5,1454,-8.7551
2009,2,6,901,-9.9307
2009,2,7,333,-7.7455
2009,3,1,933,12.1956
2009,3,2,1399,11.1559
2009,3,3,1754,9.1547
2009,3,4,1784,8.3170
2009,3,5,1449,7.1841
2009,3,6,891,7.1494
2009,3,7,329,5.6379
2009,4,1,849,16.5444
2009,4,2,1266,10.7219
2009,4,3,1601,11.8030
2009,4,4,1595,8.4259
2009,4,5,1299,7.8617
2009,4,6,750,10.5212
2009,4,7,273,5.9198
2009,5,1,1002,2.4143
2009,5,2,1485,3.6677
2009,5,3,1789,3.7147
2009,5,4,1777,4.1378
2009,5,5,1415,3.8310
2009,5,6,816,6.1067
2009,5,7,300,7.8413
2009,6,1,998,3.5826
2009,6,2,1491,2.3271
2009,6,3,1785,1.3457
2009,6,4,1787,1.6644
2009,6,5,1412,0.7698
2009,6,6,823,-0.0118
2009,6,7,302,-2.9842
2009,7,1,904,10.2408
2009,7,2,1335,7.6505
2009,7,3,1591,9.2075
2009,7,4,1571,7.6078
2009,7,5,1189,6.2644
2009,7,6,673,6.4236
2009,7,7,233,6.0928
2009,8,1,1048,2.7179
2009,8,2,1514,2.1653
2009,8,3,1797,2.8151
2009,8,4,1715,1.9328
2009,8,5,1313,1.6948
2009,8,6,745,2.5614
2009,8,7,275,1.0419
2009,9,1,1050,7.2474
2009,9,2,1507,4.7358
2009,9,3,1800,5.1472
2009,9,4,1713,4.3819
2009,9,5,1316,3.1408
2009,9,6,752,5.0293
2009,9,7,274,3.2175
2009,10,1,928,-6.0182
2009,10,2,1371,-2.1356
2009,10,3,1649,-1.7625
2009,10,4,1566,-1.5617
2009,10,5,1175,-1.9419
2009,10,6,665,-3.4510
2009,10,7,237,-1.6845
2009,11,1,986,4.9827
2009,11,2,1492,5.0462
2009,11,3,1797,5.6863
2009,11,4,1725,6.0073
2009,11,5,1337,5.8410
2009,11,6,781,4.6903
2009,11,7,292,5.5110
2009,12,1,985,5.5041
2009,12,2,1482,4.0989
2009,12,3,1797,3.9887
2009,12,4,1713,3.3644
2009,12,5,1344,2.8819
2009,12,6,783,4.6627
2009,12,7,300,3.3487
2010,1,1,906,-6.6547
2010,1,2,1324,-5.1771
2010,1,3,1623,-4.3609
2010,1,4,1525,-4.6375
2010,1,5,1154,-3.5362
2010,1,6,680,-2.9153
2010,1,7,251,-3.5074
2010,2,1,945,4.3477
2010,2,2,1433,3.8658
2010,2,3,1771,3.8975
2010,2,4,1701,3.1768
2010,2,5,1355,3.3590
2010,2,6,822,3.6353
2010,2,7,307,3.6037
2010,3,1,945,7.4466
2010,3,2,1423,6.2704
2010,3,3,1769,5.9542
2010,3,4,1698,5.9701
2010,3,5,1352,5.2770
2010,3,6,833,4.8326
2010,3,7,315,4.1606
2010,4,1,832,1.5999
2010,4,2,1265,2.3185
2010,4,3,1591,3.1941
2010,4,4,1535,1.9771
2010,4,5,1202,1.7951
2010,4,6,715,2.3146
2010,4,7,264,1.8781
2010,5,1,842,-9.4062
2010,5,2,1305,-8.5733
2010,5,3,1710,-8.6516
2010,5,4,1736,-7.5999
2010,5,5,1452,-6.4652
2010,5,6,963,-5.1788
2010,5,7,383,-6.8265
2010,6,1,834,-8.1464
2010,6,2,1293,-6.3684
2010,6,3,1708,-6.3144
2010,6,4,1735,-4.7025
2010,6,5,1471,-4.5722
2010,6,6,992,-4.0577
2010,6,7,409,-5.6859
2010,7,1,662,7.3795
2010,7,2,1047,7.6285
2010,7,3,1507,7.9567
2010,7,4,1542,8.0446
2010,7,5,1359,6.0378
2010,7,6,930,5.1004
2010,7,7,393,6.6180
2010,8,1,725,-5.4615
2010,8,2,1133,-4.1369
2010,8,3,1625,-4.8516
2010,8,4,1694,-3.9705
2010,8,5,1562,-3.4609
2010,8,6,1096,-3.3894
2010,8,7,485,-3.1182
2010,9,1,713,8.6084
2010,9,2,1132,9.8834
2010,9,3,1611,10.1864
2010,9,4,1688,9.9097
2010,9,5,1579,10.2635
2010,9,6,1109,9.8343
2010,9,7,488,10.2429
2010,10,1,532,5.1101
2010,10,2,908,4.2280
2010,10,3,1386,4.0639
2010,10,4,1561,4.3516
2010,10,5,1484,3.8965
2010,10,6,1073,4.2767
2010,10,7,461,4.3207
2010,11,1,576,1.4559
2010,11,2,1004,1.4923
2010,11,3,1488,0.3082
2010,11,4,1707,0.3613
2010,11,5,1637,0.7764
2010,11,6,1231,1.3037
2010,11,7,564,1.6852
2010,12,1,577,8.5232
2010,12,2,1000,7.1934
2010,12,3,1474,6.6143
2010,12,4,1706,6.3314
2010,12,5,1630,5.6015
2010,12,6,1234,5.0793
2010,12,7,568,5.6054
2011,1,1,477,0.9688
2011,1,2,805,2.3320
2011,1,3,1268,1.5292
2011,1,4,1541,1.5255
2011,1,5,1512,2.4518
2011,1,6,1156,1.5998
2011,1,7,532,0.6120
2011,2,1,540,5.1458
2011,2,2,876,5.0276
2011,2,3,1407,3.5280
2011,2,4,1691,3.7677
2011,2,5,1655,3.0347
2011,2,6,1297,3.7182
2011,2,7,599,4.6578
2011,3,1,536,3.2533
2011,3,2,874,1.6324
2011,3,3,1403,1.1249
2011,3,4,1700,1.0497
2011,3,5,1647,1.0264
2011,3,6,1295,1.0805
2011,3,7,599,1.3978
2011,4,1,445,2.6927
2011,4,2,734,2.4146
2011,4,3,1204,4.0612
2011,4,4,1507,3.6716
2011,4,5,1496,3.1971
2011,4,6,1183,3.4491
2011,4,7,545,3.7158
2011,5,1,527,-0.9782
2011,5,2,837,-0.4499
2011,5,3,1345,0.3614
2011,5,4,1657,-0.9315
2011,5,5,1647,-0.8816
2011,5,6,1271,-0.8816
2011,5,7,603,-1.9219
2011,6,1,520,-1.9713
2011,6,2,828,-1.8093
2011,6,3,1346,-1.8425
2011,6,4,1653,-1.4982
2011,6,5,1651,-1.4445
2011,6,6,1266,-0.8117
2011,6,7,603,-1.1568
2011,7,1,448,-3.1543
2011,7,2,723,-1.4027
2011,7,3,1159,-2.3176
2011,7,4,1423,-1.7466
2011,7,5,1446,-1.6685
2011,7,6,1106,-2.3608
2011,7,7,510,-1.9011
2011,8,1,577,-7.5039
2011,8,2,853,-5.4293
2011,8,3,1355,-4.3789
2011,8,4,1621,-5.0522
2011,8,5,1544,-4.9552
2011,8,6,1196,-5.4513
2011,8,7,533,-7.4441
2011,9,1,586,-8.3447
2011,9,2,853,-7.5426
2011,9,3,1357,-5.9880
2011,9,4,1628,-6.0218
2011,9,5,1538,-6.5963
2011,9,6,1193,-7.4261
2011,9,7,529,-11.2711
2011,10,1,530,9.6655
2011,10,2,746,10.3379
2011,10,3,1241,8.7848
2011,10,4,1464,10.5163
2011,10,5,1395,11.4577
2011,10,6,1058,11.3169
2011,10,7,461,15.3981
2011,11,1,604,-2.3517
2011,11,2,882,-0.7575
2011,11,3,1391,0.7485
2011,11,4,1603,0.3023
2011,11,5,1533,0.6458
2011,11,6,1137,0.5347
2011,11,7,490,1.0267
2011,12,1,610,-1.3630
2011,12,2,877,0.2117
2011,12,3,1397,0.9886
2011,12,4,1609,0.4967
2011,12,5,1524,0.1875
2011,12,6,1127,0.0448
2011,12,7,487,-0.2062
2012,1,1,575,6.4092
2012,1,2,792,6.7473
2012,1,3,1263,3.2340
2012,1,4,1460,5.0838
2012,1,5,1375,4.8624
2012,1,6,996,4.8904
2012,1,7,410,6.1435
2012,2,1,651,4.0815
2012,2,2,930,3.4509
2012,2,3,1440,2.6591
2012,2,4,1600,4.4721
2012,2,5,1486,4.5037
2012,2,6,1069,4.3436
2012,2,7,451,3.0252
2012,3,1,654,2.0556
2012,3,2,936,2.4564
2012,3,3,1437,2.9776
2012,3,4,1597,2.8392
2012,3,5,1482,1.9078
2012,3,6,1066,3.0288
2012,3,7,447,0.9601
2012,4,1,607,0.1224
2012,4,2,854,0.2205
2012,4,3,1318,-1.1873
2012,4,4,1450,-0.2410
2012,4,5,1325,-0.3186
2012,4,6,895,-0.3240
2012,4,7,353,-0.2750
2012,5,1,686,-4.9251
2012,5,2,976,-5.6482
2012,5,3,1491,-5.5954
2012,5,4,1593,-5.2116
2012,5,5,1480,-5.7903
2012,5,6,993,-6.4575
2012,5,7,392,-7.0659
2012,6,1,691,3.7567
2012,6,2,986,3.5590
2012,6,3,1497,4.2544
2012,6,4,1596,3.7211
2012,6,5,1486,3.7215
2012,6,6,991,3.8158
2012,6,7,393,2.3064
2012,7,1,605,1.0971
2012,7,2,890,0.0667
2012,7,3,1349,1.0812
2012,7,4,1431,0.6919
2012,7,5,1297,1.7759
2012,7,6,813,0.6827
2012,7,7,315,2.3434
2012,8,1,720,2.1358
2012,8,2,1046,1.7053
2012,8,3,1505,2.8193
2012,8,4,1583,2.0560
2012,8,5,1393,2.5000
2012,8,6,876,1.7687
2012,8,7,346,2.6963
2012,9,1,725,2.9218
2012,9,2,1048,1.2147
2012,9,3,1509,2.1541
2012,9,4,1577,2.2000
2012,9,5,1387,2.1601
2012,9,6,872,2.4731
2012,9,7,347,2.1521
2012,10,1,635,-3.4238
2012,10,2,931,-2.2612
2012,10,3,1364,-2.2462
2012,10,4,1419,-2.1510
2012,10,5,1259,-3.1243
2012,10,6,769,-1.4156
2012,10,7,303,0.1930
2012,11,1,727,2.6038
2012,11,2,1046,1.5888
2012,11,3,1516,0.7015
2012,11,4,1559,0.3998
2012,11,5,1343,0.8713
2012,11,6,876,1.2809
2012,11,7,341,1.4561
2012,12,1,727,1.2400
2012,12,2,1049,1.5389
2012,12,3,1523,0.3168
2012,12,4,1563,0.4795
2012,12,5,1341,0.3804
2012,12,6,875,0.4688
2012,12,7,345,1.3866
2013,1,1,643,6.2676
2013,1,2,943,6.4107
2013,1,3,1390,3.8181
2013,1,4,1405,4.6481
2013,1,5,1205,5.1001
2013,1,6,738,6.0293
2013,1,7,296,7.6601
2013,2,1,708,1.8711
2013,2,2,1050,2.5434
2013,2,3,1532,1.3013
2013,2,4,1567,0.8400
2013,2,5,1344,0.5411
2013,2,6,831,1.4182
2013,2,7,343,0.7814
2013,3,1,708,5.1541
2013,3,2,1056,5.1108
2013,3,3,1533,4.0301
2013,3,4,1561,4.0959
2013,3,5,1350,3.6479
2013,3,6,837,4.0557
2013,3,7,341,3.7958
2013,4,1,649,1.0814
2013,4,2,940,2.7716
2013,4,3,1393,1.6832
2013,4,4,1417,1.4261
2013,4,5,1197,0.9739
2013,4,6,745,1.5210
2013,4,7,288,2.9014
2013,5,1,700,5.6553
2013,5,2,1059,3.4070
2013,5,3,1554,1.5869
2013,5,4,1571,1.3117
2013,5,5,1329,1.6785
2013,5,6,840,1.9502
2013,5,7,332,0.9165
2013,6,1,697,-0.3111
2013,6,2,1058,-2.0558
2013,6,3,1553,-1.8490
2013,6,4,1577,-1.6559
2013,6,5,1335,-1.3075
2013,6,6,851,-0.6956
2013,6,7,334,-0.2556
2013,7,1,614,7.8284
2013,7,2,941,5.3930
2013,7,3,1332,5.2685
2013,7,4,1386,5.6330
2013,7,5,1165,5.1465
2013,7,6,739,5.6269
2013,7,7,282,4.4832
2013,8,1,726,-1.0563
2013,8,2,1104,-0.5553
2013,8,3,1475,-1.5266
2013,8,4,1515,-2.5588
2013,8,5,1297,-3.0660
2013,8,6,811,-3.2857
2013,8,7,308,-2.8546
2013,9,1,731,6.2848
2013,9,2,1111,4.2507
2013,9,3,1469,3.3055
2013,9,4,1526,3.8870
2013,9,5,1298,3.8176
2013,9,6,811,3.7257
2013,9,7,308,2.6382
2013,10,1,623,1.7865
2013,10,2,972,3.5213
2013,10,3,1324,5.4223
2013,10,4,1387,3.1003
2013,10,5,1155,4.3787
2013,10,6,725,3.2871
2013,10,7,264,4.8652
2013,11,1,673,3.0096
2013,11,2,1080,2.8128
2013,11,3,1445,2.5446
2013,11,4,1544,2.3898
2013,11,5,1285,2.8451
2013,11,6,844,2.7435
2013,11,7,308,2.0908
2013,12,1,670,2.8242
2013,12,2,1079,2.6423
2013,12,3,1437,2.2191
2013,12,4,1545,3.2186
2013,12,5,1289,2.3891
2013,12,6,849,1.9790
2013,12,7,305,2.7012
2014,1,1,589,-0.3324
2014,1,2,985,-3.0549
2014,1,3,1289,-3.4651
2014,1,4,1380,-2.9048
2014,1,5,1170,-3.1076
2014,1,6,742,-2.8484
2014,1,7,279,-1.6549
2014,2,1,652,7.6921
2014,2,2,1063,6.2375
2014,2,3,1438,5.1622
2014,2,4,1509,4.9262
2014,2,5,1292,4.4332
2014,2,6,876,4.5823
2014,2,7,336,4.1493
2014,3,1,659,-2.3721
2014,3,2,1061,-0.5883
2014,3,3,1444,0.8638
2014,3,4,1511,0.6029
2014,3,5,1277,0.4076
2014,3,6,873,0.7601
2014,3,7,328,1.0484
2014,4,1,597,-3.9280
2014,4,2,953,0.1419
2014,4,3,1319,1.1078
2014,4,4,1361,0.6287
2014,4,5,1141,0.5476
2014,4,6,776,0.9153
2014,4,7,279,1.8945
2014,5,1,662,2.6060
2014,5,2,1033,1.9894
2014,5,3,1452,2.2915
2014,5,4,1518,2.2045
2014,5,5,1302,1.8609
2014,5,6,909,3.1689
2014,5,7,339,1.2735
2014,6,1,662,4.8438
2014,6,2,1034,3.0033
2014,6,3,1461,2.8643
2014,6,4,1514,2.5743
2014,6,5,1300,1.9207
2014,6,6,909,2.4953
2014,6,7,344,2.1494
2014,7,1,582,-4.8245
2014,7,2,883,-1.7795
2014,7,3,1274,-1.1253
2014,7,4,1349,-1.6787
2014,7,5,1175,-1.9851
2014,7,6,802,-1.9213
2014,7,7,293,-3.2515
2014,8,1,704,5.9780
2014,8,2,1007,4.5430
2014,8,3,1440,4.6116
2014,8,4,1487,4.0586
2014,8,5,1279,4.0576
2014,8,6,865,4.4100
2014,8,7,325,4.6411
2014,9,1,708,-4.7173
2014,9,2,1003,-2.8955
2014,9,3,1441,-2.4484
2014,9,4,1493,-1.7198
2014,9,5,1280,-2.3458
2014,9,6,867,-2.2160
2014,9,7,329,-0.7889
2014,10,1,601,3.0545
2014,10,2,847,1.7783
2014,10,3,1303,3.1292
2014,10,4,1371,2.3481
2014,10,5,1161,2.8159
2014,10,6,798,1.9933
2014,10,7,308,1.2649
2014,11,1,662,1.8628
2014,11,2,958,2.2546
2014,11,3,1432,3.8290
2014,11,4,1514,2.8724
2014,11,5,1297,3.3791
2014,11,6,875,1.1098
2014,11,7,357,1.7995
2014,12,1,663,1.4249
2014,12,2,971,-0.5185
2014,12,3,1427,-0.7716
2014,12,4,1515,-0.6264
2014,12,5,1303,-0.1856
2014,12,6,874,-0.0835
2014,12,7,359,0.1568
2015,1,1,606,-0.8739
2015,1,2,861,-4.4563
2015,1,3,1275,-1.9198
2015,1,4,1366,-1.8450
2015,1,5,1183,-1.2627
2015,1,6,772,-2.4349
2015,1,7,310,-2.7790
2015,2,1,688,6.6297
2015,2,2,949,6.3069
2015,2,3,1403,6.4229
2015,2,4,1492,5.3414
2015,2,5,1288,5.6199
2015,2,6,881,5.8132
2015,2,7,353,4.6529
2015,3,1,691,0.2495
2015,3,2,938,-1.3030
2015,3,3,1395,-1.3106
2015,3,4,1495,-1.3891
2015,3,5,1299,-1.3006
2015,3,6,885,-1.3605
2015,3,7,354,-1.8791
2015,4,1,631,-0.2637
2015,4,2,854,3.4364
2015,4,3,1242,1.1024
2015,4,4,1355,0.6125
2015,4,5,1172,-0.0778
2015,4,6,765,0.9949
2015,4,7,304,-0.8272
2015,5,1,698,5.4521
2015,5,2,1008,0.6556
2015,5,3,1396,1.0615
2015,5,4,1497,1.0154
2015,5,5,1321,1.6679
2015,5,6,879,0.9633
2015,5,7,361,-0.7777
2015,6,1,696,-1.5275
2015,6,2,1015,-2.3368
2015,6,3,1397,-2.0521
2015,6,4,1498,-1.6853
2015,6,5,1321,-2.4661
2015,6,6,894,-2.1861
2015,6,7,371,-1.2827
2015,7,1,621,0.5091
2015,7,2,919,0.0978
2015,7,3,1232,1.7335
2015,7,4,1331,2.3511
2015,7,5,1136,1.0591
2015,7,6,765,1.0377
2015,7,7,302,0.4823
2015,8,1,731,-5.6982
2015,8,2,1064,-5.5321
2015,8,3,1395,-6.1450
2015,8,4,1467,-5.3755
2015,8,5,1238,-5.8722
2015,8,6,821,-6.8454
2015,8,7,332,-6.3318
2015,9,1,731,-7.4620
2015,9,2,1071,-3.0973
2015,9,3,1392,-3.4663
2015,9,4,1472,-2.7024
2015,9,5,1245,-2.6006
2015,9,6,825,-2.6105
2015,9,7,330,-1.5560
2015,10,1,623,6.8461
2015,10,2,947,8.2719
2015,10,3,1250,7.8363
2015,10,4,1328,8.2671
2015,10,5,1131,7.7407
2015,10,6,746,8.4533
2015,10,7,297,4.4925
2015,11,1,693,2.3201
2015,11,2,1077,1.6166
2015,11,3,1399,0.2357
2015,11,4,1458,-0.0573
2015,11,5,1262,-0.0757
2015,11,6,846,-0.0010
2015,11,7,319,-0.3451
2015,12,1,695,-1.5856
2015,12,2,1083,-2.4403
2015,12,3,1421,-1.8573
2015,12,4,1458,-2.0898
2015,12,5,1267,-3.4730
2015,12,6,847,-2.4219
2015,12,7,322,-0.5848
2016,1,1,636,-9.2718
2016,1,2,961,-6.2174
2016,1,3,1286,-5.1320
2016,1,4,1310,-3.5962
2016,1,5,1130,-5.9875
2016,1,6,748,-5.4705
2016,1,7,272,-0.8422
2016,2,1,705,-1.7662
2016,2,2,1058,-0.2120
2016,2,3,1398,0.9672
2016,2,4,1439,0.3347
2016,2,5,1264,1.3852
2016,2,6,828,0.5498
2016,2,7,302,0.8946
2016,3,1,710,7.5164
2016,3,2,1055,8.0320
2016,3,3,1404,6.8587
2016,3,4,1428,6.8249
2016,3,5,1269,7.4074
2016,3,6,822,6.5480
2016,3,7,302,5.4465
2016,4,1,626,0.9177
2016,4,2,972,1.7885
2016,4,3,1266,1.9889
2016,4,4,1290,0.9318
2016,4,5,1144,-1.5349
2016,4,6,678,0.9337
2016,4,7,259,-0.2564
2016,5,1,707,2.4665
2016,5,2,1090,1.4054
2016,5,3,1418,1.8008
2016,5,4,1437,1.1605
2016,5,5,1253,2.0591
2016,5,6,749,2.0907
2016,5,7,284,2.3746
2016,6,1,703,-1.1828
2016,6,2,1085,0.7885
2016,6,3,1411,1.5515
2016,6,4,1439,1.1376
2016,6,5,1246,0.7986
2016,6,6,755,0.5522
2016,6,7,281,1.7209
2016,7,1,609,5.9733
2016,7,2,943,3.4453
2016,7,3,1261,3.4332
2016,7,4,1291,4.0014
2016,7,5,1077,4.2954
2016,7,6,636,4.3674
2016,7,7,214,3.9085
2016,8,1,718,-0.5057
2016,8,2,1071,0.6215
2016,8,3,1398,-0.0381
2016,8,4,1425,-0.5903
2016,8,5,1188,-0.9005
2016,8,6,691,-0.9836
2016,8,7,239,-1.0110
2016,9,1,717,0.2506
2016,9,2,1072,0.5914
2016,9,3,1393,0.8838
2016,9,4,1428,0.4089
2016,9,5,1195,0.7623
2016,9,6,699,0.5858
2016,9,7,244,0.4561
2016,10,1,619,-2.2001
2016,10,2,924,-2.8908
2016,10,3,1237,-2.5066
2016,10,4,1295,-2.9333
2016,10,5,1090,-2.3936
2016,10,6,615,-3.1935
2016,10,7,208,-1.5027
2016,11,1,663,5.5694
2016,11,2,1012,5.6267
2016,11,3,1358,3.6640
2016,11,4,1432,4.0571
2016,11,5,1224,2.7848
2016,11,6,715,2.8222
2016,11,7,243,-0.8037
2016,12,1,659,0.4870
2016,12,2,1005,0.7455
2016,12,3,1352,1.6930
2016,12,4,1435,0.9601
2016,12,5,1231,1.7917
2016,12,6,718,1.4197
2016,12,7,249,0.9430
2017,1,1,600,2.4511
2017,1,2,900,1.1759
2017,1,3,1224,1.0772
2017,1,4,1295,3.0811
2017,1,5,1097,2.4798
2017,1,6,629,3.3609
2017,1,7,224,7.0628
2017,2,1,668,1.2087
2017,2,2,993,1.5308
2017,2,3,1312,4.0275
2017,2,4,1447,2.8729
2017,2,5,1226,3.5936
2017,2,6,741,3.7914
2017,2,7,277,3.9175
2017,3,1,675,0.3625
2017,3,2,993,-0.0545
2017,3,3,1302,1.1701
2017,3,4,1443,0.9012
2017,3,5,1222,0.4002
2017,3,6,748,1.0441
2017,3,7,282,2.0207
2017,4,1,613,0.1729
2017,4,2,892,0.4838
2017,4,3,1170,0.5914
2017,4,4,1300,1.2311
2017,4,5,1077,2.1315
2017,4,6,660,1.9889
2017,4,7,247,3.9110
2017,5,1,673,0.2575
2017,5,2,974,-0.5799
2017,5,3,1307,1.7552
2017,5,4,1438,0.9995
2017,5,5,1211,2.4083
2017,5,6,781,2.9890
2017,5,7,291,1.5835
2017,6,1,668,0.5932
2017,6,2,971,0.9185
2017,6,3,1319,-0.7080
2017,6,4,1445,0.3960
2017,6,5,1220,0.0806
2017,6,6,785,-0.4659
2017,6,7,290,-0.8103
2017,7,1,563,2.1682
2017,7,2,796,2.2497
2017,7,3,1142,2.2248
2017,7,4,1279,1.4687
2017,7,5,1083,1.4357
2017,7,6,699,1.8738
2017,7,7,261,5.6921
2017,8,1,646,-0.7952
2017,8,2,936,0.7909
2017,8,3,1261,2.3157
2017,8,4,1393,0.0912
2017,8,5,1189,0.0492
2017,8,6,789,-0.2335
2017,8,7,310,1.1540
2017,9,1,650,4.2705
2017,9,2,945,2.8610
2017,9,3,1265,0.8514
2017,9,4,1395,2.4663
2017,9,5,1194,2.6875
2017,9,6,793,1.7006
2017,9,7,309,1.3701
2017,10,1,552,0.2038
2017,10,2,816,2.4845
2017,10,3,1091,3.4243
2017,10,4,1284,1.6970
2017,10,5,1093,1.4074
2017,10,6,733,3.2216
2017,10,7,273,3.1739
2017,11,1,598,4.3097
2017,11,2,909,2.0834
2017,11,3,1225,3.1433
2017,11,4,1416,3.7943
2017,11,5,1213,3.1258
2017,11,6,830,4.0945
2017,11,7,320,1.7318
2017,12,1,601,0.3004
2017,12,2,910,0.6829
2017,12,3,1225,0.4872
2017,12,4,1419,1.3064
2017,12,5,1208,1.2769
2017,12,6,830,1.3715
2017,12,7,317,1.9098
2018,1,1,537,5.3773
2018,1,2,791,4.9595
2018,1,3,1090,4.2406
2018,1,4,1275,5.8620
2018,1,5,1086,6.1546
2018,1,6,758,6.9866
2018,1,7,293,6.1694
2018,2,1,596,-2.8764
2018,2,2,924,-5.0289
2018,2,3,1217,-1.2414
2018,2,4,1417,-3.4106
