year,month,rank_Fq_12,nstocks,ret_vw
1996,1,3,1935,2.5157
1996,1,4,2003,1.7280
1996,1,5,1783,2.5226
1996,1,6,1286,2.5622
1996,1,7,611,4.8772
1996,2,1,1257,2.6944
1996,2,2,1712,2.2920
1996,2,3,2134,2.1343
1996,2,4,2208,1.3591
1996,2,5,1968,1.5442
1996,2,6,1389,1.5783
1996,2,7,684,1.5726
1996,3,1,1256,1.2332
1996,3,2,1713,1.8720
1996,3,3,2137,0.9814
1996,3,4,2233,1.3105
1996,3,5,1964,0.7642
1996,3,6,1376,1.4263
1996,3,7,686,3.3820
1996,4,1,1170,5.4578
1996,4,2,1588,3.7891
1996,4,3,1962,3.8787
1996,4,4,2070,3.3370
1996,4,5,1819,2.9653
1996,4,6,1243,3.5509
1996,4,7,592,1.5488
1996,5,1,1317,5.3583
1996,5,2,1795,3.1590
1996,5,3,2191,3.5309
1996,5,4,2306,3.6981
1996,5,5,2025,2.8893
1996,5,6,1383,1.6446
1996,5,7,661,0.6734
1996,6,1,1305,-2.8738
1996,6,2,1800,-3.2506
1996,6,3,2191,-1.4948
1996,6,4,2322,-0.6722
1996,6,5,2026,-0.4164
1996,6,6,1390,-0.8609
1996,6,7,654,-2.0326
1996,7,1,1189,-9.4364
1996,7,2,1642,-9.5953
1996,7,3,1982,-6.5661
1996,7,4,2099,-5.3481
1996,7,5,1808,-5.1275
1996,7,6,1194,-3.8541
1996,7,7,564,-5.0683
1996,8,1,1344,5.5172
1996,8,2,1836,3.3651
1996,8,3,2230,3.6322
1996,8,4,2319,3.4008
1996,8,5,1948,2.5539
1996,8,6,1310,2.5572
1996,8,7,616,3.4643
1996,9,1,1331,4.4265
1996,9,2,1847,4.6013
1996,9,3,2224,6.2892
1996,9,4,2300,5.2973
1996,9,5,1960,6.1435
1996,9,6,1313,5.8207
1996,9,7,613,4.7151
1996,10,1,1220,-2.7541
1996,10,2,1689,-2.8815
1996,10,3,2020,0.3035
1996,10,4,2113,0.2699
1996,10,5,1770,1.4577
1996,10,6,1194,1.4482
1996,10,7,550,2.0811
1996,11,1,1338,4.2310
1996,11,2,1843,7.5420
1996,11,3,2259,6.5369
1996,11,4,2333,6.0476
1996,11,5,2010,6.9847
1996,11,6,1362,5.8002
1996,11,7,629,4.7141
1996,12,1,1331,-2.2703
1996,12,2,1840,-0.4409
1996,12,3,2268,-1.8030
1996,12,4,2349,-0.8975
1996,12,5,2007,-1.3005
1996,12,6,1382,-1.2375
1996,12,7,638,-1.1976
1997,1,1,1205,3.6801
1997,1,2,1658,4.0386
1997,1,3,2075,4.9932
1997,1,4,2175,5.2171
1997,1,5,1827,6.6670
1997,1,6,1233,7.1041
1997,1,7,569,4.8482
1997,2,1,1339,-1.6343
1997,2,2,1809,-2.1578
1997,2,3,2265,-0.0418
1997,2,4,2407,-0.8728
1997,2,5,2036,-1.0906
1997,2,6,1404,-1.7634
1997,2,7,650,0.3298
1997,3,1,1325,-5.3217
1997,3,2,1805,-4.0842
1997,3,3,2272,-4.0506
1997,3,4,2411,-4.2609
1997,3,5,2034,-4.1848
1997,3,6,1416,-3.3450
1997,3,7,659,-1.8006
1997,4,1,1195,0.1740
1997,4,2,1608,0.0710
1997,4,3,2068,2.7512
1997,4,4,2209,4.4993
1997,4,5,1839,4.7839
1997,4,6,1297,4.7236
1997,4,7,588,3.9493
1997,5,1,1329,10.4530
1997,5,2,1779,9.8050
1997,5,3,2319,7.3912
1997,5,4,2415,8.0874
1997,5,5,2065,6.3623
1997,5,6,1492,6.4722
1997,5,7,678,7.4678
1997,6,1,1314,2.8672
1997,6,2,1775,3.0907
1997,6,3,2324,4.2586
1997,6,4,2409,3.7156
1997,6,5,2066,3.9599
1997,6,6,1489,4.6916
1997,6,7,697,4.5622
1997,7,1,1138,7.2745
1997,7,2,1549,8.7274
1997,7,3,2056,7.4232
1997,7,4,2139,6.8894
1997,7,5,1856,6.3374
1997,7,6,1329,6.1069
1997,7,7,604,8.1374
1997,8,1,1329,2.1012
1997,8,2,1755,-1.7477
1997,8,3,2305,-2.7762
1997,8,4,2366,-4.4159
1997,8,5,2022,-3.0131
1997,8,6,1451,-3.6638
1997,8,7,675,-4.9911
1997,9,1,1327,5.0257
1997,9,2,1746,4.5444
1997,9,3,2292,4.9587
1997,9,4,2367,4.6782
1997,9,5,2033,5.5736
1997,9,6,1448,5.6674
1997,9,7,671,5.6866
1997,10,1,1189,-6.4861
1997,10,2,1553,-5.5544
1997,10,3,2084,-4.5939
1997,10,4,2132,-3.4453
1997,10,5,1873,-3.2990
1997,10,6,1328,-3.2828
1997,10,7,610,-3.5823
1997,11,1,1368,0.1039
1997,11,2,1773,1.0585
1997,11,3,2322,1.2217
1997,11,4,2408,2.5185
1997,11,5,2064,2.9362
1997,11,6,1503,3.7525
1997,11,7,667,4.5845
1997,12,1,1371,-2.3195
1997,12,2,1777,-1.0824
1997,12,3,2326,-1.9026
1997,12,4,2409,0.6810
1997,12,5,2077,0.8105
1997,12,6,1503,1.4379
1997,12,7,665,0.1561
1998,1,1,1265,1.2090
1998,1,2,1641,2.4189
1998,1,3,2087,1.8306
1998,1,4,2216,0.6823
1998,1,5,1854,1.6265
1998,1,6,1348,1.4004
1998,1,7,606,2.8658
1998,2,1,1446,7.9020
1998,2,2,1877,7.9523
1998,2,3,2366,7.8354
1998,2,4,2415,6.5639
1998,2,5,2080,6.1043
1998,2,6,1500,6.4485
1998,2,7,677,9.3505
1998,3,1,1433,3.0662
1998,3,2,1882,4.7920
1998,3,3,2350,5.4885
1998,3,4,2430,4.5089
1998,3,5,2077,4.7304
1998,3,6,1515,5.0508
1998,3,7,681,1.9025
1998,4,1,1305,0.7468
1998,4,2,1715,1.7846
1998,4,3,2165,1.4546
1998,4,4,2199,0.8642
1998,4,5,1886,0.4204
1998,4,6,1331,0.8081
1998,4,7,589,0.7892
1998,5,1,1488,-4.2211
1998,5,2,1943,-3.5761
1998,5,3,2403,-3.4780
1998,5,4,2494,-2.9922
1998,5,5,2099,-2.3506
1998,5,6,1500,-2.2580
1998,5,7,645,-2.2404
1998,6,1,1482,0.3184
1998,6,2,1935,2.9430
1998,6,3,2397,2.6661
1998,6,4,2492,3.3797
1998,6,5,2115,3.9475
1998,6,6,1505,3.3659
1998,6,7,648,3.6856
1998,7,1,1291,-5.1947
1998,7,2,1712,-3.3651
1998,7,3,2105,-2.1814
1998,7,4,2240,-2.5320
1998,7,5,1863,-3.0340
1998,7,6,1302,-1.8836
1998,7,7,551,0.3275
1998,8,1,1521,-16.9544
1998,8,2,1967,-18.0264
1998,8,3,2382,-15.3600
1998,8,4,2456,-14.4216
1998,8,5,2056,-13.6963
1998,8,6,1417,-12.5300
1998,8,7,607,-11.6739
1998,9,1,1521,9.5041
1998,9,2,1955,8.7430
1998,9,3,2385,9.0168
1998,9,4,2455,8.6236
1998,9,5,2039,7.1177
1998,9,6,1419,7.0577
1998,9,7,603,2.6172
1998,10,1,1360,7.7671
1998,10,2,1766,7.3559
1998,10,3,2176,6.3306
1998,10,4,2235,7.2361
1998,10,5,1892,5.7811
1998,10,6,1284,8.2500
1998,10,7,531,14.6985
1998,11,1,1521,5.7364
1998,11,2,1994,6.1113
1998,11,3,2428,7.0352
1998,11,4,2492,6.9986
1998,11,5,2086,6.9366
1998,11,6,1419,5.3164
1998,11,7,568,7.9447
1998,12,1,1527,4.3945
1998,12,2,1998,5.8309
1998,12,3,2430,9.0588
1998,12,4,2489,7.3559
1998,12,5,2074,6.4987
1998,12,6,1429,8.1466
1998,12,7,567,8.6917
1999,1,1,1373,6.7162
1999,1,2,1816,4.0133
1999,1,3,2226,8.3769
1999,1,4,2261,5.5470
1999,1,5,1876,1.7217
1999,1,6,1263,4.1804
1999,1,7,491,3.1395
1999,2,1,1538,-9.9283
1999,2,2,2019,-4.0784
1999,2,3,2458,-6.6974
1999,2,4,2478,-5.4450
1999,2,5,2027,-2.1587
1999,2,6,1358,-2.5943
1999,2,7,533,-1.1623
1999,3,1,1539,-0.4839
1999,3,2,2013,2.7331
1999,3,3,2469,6.1350
1999,3,4,2473,4.0366
1999,3,5,2015,3.8559
1999,3,6,1354,2.6155
1999,3,7,527,2.5889
1999,4,1,1397,4.2683
1999,4,2,1801,8.5353
1999,4,3,2262,5.2099
1999,4,4,2258,2.9115
1999,4,5,1799,3.6602
1999,4,6,1152,0.7242
1999,4,7,441,0.0433
1999,5,1,1574,0.9504
1999,5,2,2057,-1.7032
1999,5,3,2509,-1.3421
1999,5,4,2466,-1.7005
1999,5,5,1959,-2.1618
1999,5,6,1287,-2.3763
1999,5,7,487,-3.9964
1999,6,1,1565,4.6170
1999,6,2,2046,6.0281
1999,6,3,2508,6.6346
1999,6,4,2456,5.6870
1999,6,5,1965,5.2748
1999,6,6,1291,6.8028
1999,6,7,483,7.6544
1999,7,1,1375,-1.2112
1999,7,2,1799,-0.8195
1999,7,3,2242,-1.5506
1999,7,4,2150,-1.7011
1999,7,5,1713,-2.1229
1999,7,6,1087,-3.1102
1999,7,7,403,-5.2840
1999,8,1,1585,-0.1817
1999,8,2,2016,1.1000
1999,8,3,2472,0.7217
1999,8,4,2328,0.7302
1999,8,5,1875,-2.7869
1999,8,6,1196,-1.3481
1999,8,7,454,2.1053
1999,9,1,1567,-2.1508
1999,9,2,2013,-2.8840
1999,9,3,2466,-3.1673
1999,9,4,2331,-2.6319
1999,9,5,1875,-1.6559
1999,9,6,1175,0.0549
1999,9,7,453,-0.7987
1999,10,1,1424,-1.5272
1999,10,2,1810,0.8578
1999,10,3,2244,3.6502
1999,10,4,2104,5.3798
1999,10,5,1680,5.2979
1999,10,6,1039,9.6314
1999,10,7,393,10.6528
1999,11,1,1567,10.8134
1999,11,2,2000,6.7979
1999,11,3,2480,5.7129
1999,11,4,2348,5.0098
1999,11,5,1874,1.9077
1999,11,6,1164,4.9307
1999,11,7,470,2.8134
1999,12,1,1555,11.7702
1999,12,2,1981,12.6984
1999,12,3,2472,7.4075
1999,12,4,2327,11.7211
1999,12,5,1878,4.4565
1999,12,6,1164,10.8120
1999,12,7,481,8.3403
2000,1,1,1419,0.0397
2000,1,2,1775,-1.6257
2000,1,3,2238,-6.3602
2000,1,4,2082,-7.4648
2000,1,5,1663,-2.5202
2000,1,6,1052,-7.6574
2000,1,7,431,-8.8655
2000,2,1,1550,21.3883
2000,2,2,1953,8.4927
2000,2,3,2433,2.7830
2000,2,4,2305,3.8248
2000,2,5,1879,3.3881
2000,2,6,1222,4.0513
2000,2,7,500,-2.0708
2000,3,1,1545,-5.8072
2000,3,2,1937,6.2674
2000,3,3,2405,2.5369
2000,3,4,2311,6.0155
2000,3,5,1865,8.9811
2000,3,6,1230,5.6115
2000,3,7,495,6.8255
2000,4,1,1381,-8.9858
2000,4,2,1760,-11.6569
2000,4,3,2192,-3.8192
2000,4,4,2085,-4.9051
2000,4,5,1680,-2.4460
2000,4,6,1118,-1.6067
2000,4,7,452,-1.4448
2000,5,1,1494,-5.4621
2000,5,2,1937,-6.7460
2000,5,3,2406,-2.8900
2000,5,4,2320,-4.7341
2000,5,5,1923,-3.9610
2000,5,6,1295,-6.5864
2000,5,7,553,-1.0100
2000,6,1,1485,9.0626
2000,6,2,1912,11.2963
2000,6,3,2386,6.3832
2000,6,4,2318,3.9122
2000,6,5,1928,4.5848
2000,6,6,1292,7.5783
2000,6,7,553,2.0945
2000,7,1,1270,-6.5414
2000,7,2,1655,-5.9560
2000,7,3,2101,-4.0276
2000,7,4,2075,-3.5604
2000,7,5,1708,-2.3245
2000,7,6,1128,-3.3268
2000,7,7,490,-1.4582
2000,8,1,1461,11.8200
2000,8,2,1840,5.4652
2000,8,3,2284,6.4302
2000,8,4,2290,7.2001
2000,8,5,1855,5.5738
2000,8,6,1232,7.0678
2000,8,7,551,1.5751
2000,9,1,1453,-3.1446
2000,9,2,1837,-9.2373
2000,9,3,2273,-3.8671
2000,9,4,2275,-11.2937
2000,9,5,1846,-5.5287
2000,9,6,1227,-5.2529
2000,9,7,558,-2.6559
2000,10,1,1264,-2.2178
2000,10,2,1599,3.1050
2000,10,3,2035,-1.0178
2000,10,4,2069,-0.5752
2000,10,5,1703,-2.0844
2000,10,6,1122,-2.3716
2000,10,7,494,-0.5187
2000,11,1,1362,-14.3338
2000,11,2,1772,-12.7996
2000,11,3,2215,-11.3967
2000,11,4,2248,-11.4800
2000,11,5,1855,-7.7552
2000,11,6,1243,-8.9315
2000,11,7,554,-4.4691
2000,12,1,1352,0.4121
2000,12,2,1764,-7.2994
2000,12,3,2196,1.1836
2000,12,4,2238,-1.7862
2000,12,5,1854,2.2966
2000,12,6,1238,4.8873
2000,12,7,554,8.7013
2001,1,1,1198,7.4915
2001,1,2,1580,12.9835
2001,1,3,1954,6.7318
2001,1,4,2000,6.6410
2001,1,5,1677,1.7391
2001,1,6,1115,2.7156
2001,1,7,498,3.5600
2001,2,1,1338,-13.4727
2001,2,2,1751,-11.0811
2001,2,3,2147,-11.5108
2001,2,4,2183,-13.3570
2001,2,5,1815,-9.5192
2001,2,6,1232,-9.8293
2001,2,7,554,-5.8499
2001,3,1,1339,-12.7326
2001,3,2,1747,-10.1566
2001,3,3,2147,-9.1965
2001,3,4,2172,-7.7565
2001,3,5,1807,-6.1313
2001,3,6,1229,-4.5325
2001,3,7,553,-3.2281
2001,4,1,1209,10.9588
2001,4,2,1581,10.6322
2001,4,3,1957,10.3428
2001,4,4,1969,8.5399
2001,4,5,1610,7.4239
2001,4,6,1078,7.4861
2001,4,7,484,9.2807
2001,5,1,1387,2.9154
2001,5,2,1769,2.6453
2001,5,3,2181,0.9588
2001,5,4,2179,0.3538
2001,5,5,1779,0.1761
2001,5,6,1199,0.7051
2001,5,7,532,-0.9450
2001,6,1,1362,-1.5457
2001,6,2,1746,-1.7029
2001,6,3,2162,-1.5962
2001,6,4,2176,-2.9854
2001,6,5,1766,-2.5824
2001,6,6,1199,-3.0516
2001,6,7,532,-2.0180
2001,7,1,1180,-5.1579
2001,7,2,1518,-1.5769
2001,7,3,1902,-2.0808
2001,7,4,1932,-1.0982
2001,7,5,1560,-0.0309
2001,7,6,1040,1.9225
2001,7,7,445,-3.5771
2001,8,1,1422,-6.4197
2001,8,2,1784,-6.4604
2001,8,3,2142,-7.2646
2001,8,4,2105,-7.6036
2001,8,5,1668,-5.0414
2001,8,6,1110,-4.1185
2001,8,7,493,-3.3227
2001,9,1,1401,-16.9792
2001,9,2,1771,-13.7596
2001,9,3,2124,-10.7767
2001,9,4,2089,-9.4039
2001,9,5,1650,-7.1403
2001,9,6,1105,-9.1023
2001,9,7,486,-11.2538
2001,10,1,1259,7.8410
2001,10,2,1602,6.3874
2001,10,3,1955,4.9092
2001,10,4,1880,3.0003
2001,10,5,1481,2.9095
2001,10,6,995,4.4200
2001,10,7,432,9.3225
2001,11,1,1405,11.5359
2001,11,2,1796,12.2175
2001,11,3,2169,9.8979
2001,11,4,2074,9.8020
2001,11,5,1640,7.0923
2001,11,6,1105,5.8524
2001,11,7,470,4.6157
2001,12,1,1394,-1.3472
2001,12,2,1787,1.6893
2001,12,3,2162,0.8171
2001,12,4,2070,0.9599
2001,12,5,1641,0.5666
2001,12,6,1097,2.1789
2001,12,7,464,3.8454
2002,1,1,1292,-2.4051
2002,1,2,1640,0.7048
2002,1,3,1968,-0.8775
2002,1,4,1860,-0.1851
2002,1,5,1464,0.2100
2002,1,6,958,-1.3858
2002,1,7,395,-1.8169
2002,2,1,1452,-9.4066
2002,2,2,1862,-4.7201
2002,2,3,2186,-3.8007
2002,2,4,2050,-2.9298
2002,2,5,1605,-0.7268
2002,2,6,1050,-0.4040
2002,2,7,430,1.2111
2002,3,1,1445,7.6890
2002,3,2,1858,4.4187
2002,3,3,2193,4.5731
2002,3,4,2038,3.3769
2002,3,5,1603,2.0412
2002,3,6,1044,5.9289
2002,3,7,432,7.4079
2002,4,1,1326,-6.8358
2002,4,2,1707,-5.4703
2002,4,3,2008,-4.8057
2002,4,4,1843,-6.0142
2002,4,5,1408,-6.8304
2002,4,6,909,-3.9431
2002,4,7,357,-1.7044
2002,5,1,1453,-2.8414
2002,5,2,1935,-1.5279
2002,5,3,2262,-1.0523
2002,5,4,2093,-1.0968
2002,5,5,1615,-1.3018
2002,5,6,1031,-0.7843
2002,5,7,429,-0.9307
2002,6,1,1443,-13.2034
2002,6,2,1926,-11.0747
2002,6,3,2269,-10.0503
2002,6,4,2083,-6.5613
2002,6,5,1624,-6.2956
2002,6,6,1041,-6.8869
2002,6,7,439,-5.5090
2002,7,1,1246,-12.7670
2002,7,2,1682,-8.8212
2002,7,3,2017,-7.9973
2002,7,4,1831,-8.6963
2002,7,5,1396,-7.6420
2002,7,6,884,-8.2201
2002,7,7,371,-8.4758
2002,8,1,1386,-2.3765
2002,8,2,1882,0.3797
2002,8,3,2231,0.0673
2002,8,4,2052,-0.1604
2002,8,5,1593,0.8714
2002,8,6,989,0.1740
2002,8,7,440,1.4511
2002,9,1,1367,-14.1367
2002,9,2,1874,-11.3811
2002,9,3,2228,-10.1025
2002,9,4,2053,-8.9935
2002,9,5,1610,-8.5899
2002,9,6,1002,-6.8426
2002,9,7,450,-4.3907
2002,10,1,1211,8.7249
2002,10,2,1676,10.0231
2002,10,3,2028,7.5787
2002,10,4,1884,9.8107
2002,10,5,1490,7.0384
2002,10,6,919,5.0123
2002,10,7,398,5.1258
2002,11,1,1306,18.1914
2002,11,2,1802,10.5631
2002,11,3,2185,7.5554
2002,11,4,2091,5.4605
2002,11,5,1672,4.6541
2002,11,6,1118,3.9060
2002,11,7,499,1.5959
2002,12,1,1303,-10.5358
2002,12,2,1780,-7.3003
2002,12,3,2170,-6.3056
2002,12,4,2094,-5.5697
2002,12,5,1679,-4.3947
2002,12,6,1142,-4.6616
2002,12,7,505,-2.3829
2003,1,1,1156,-1.0694
2003,1,2,1615,-3.7106
2003,1,3,1953,-2.5025
2003,1,4,1894,-2.8886
2003,1,5,1527,-2.8593
2003,1,6,1050,-2.8183
2003,1,7,449,-3.7890
2003,2,1,1225,-3.4340
2003,2,2,1720,-1.7837
2003,2,3,2111,-1.9488
2003,2,4,2072,-2.1688
2003,2,5,1721,-1.8722
2003,2,6,1215,-0.7956
2003,2,7,534,-3.0442
2003,3,1,1217,-0.6408
2003,3,2,1716,-0.0837
2003,3,3,2098,1.7302
2003,3,4,2070,1.2506
2003,3,5,1737,1.1011
2003,3,6,1227,1.5507
2003,3,7,536,3.0072
2003,4,1,1059,11.4975
2003,4,2,1482,8.3927
2003,4,3,1860,6.4980
2003,4,4,1874,7.0440
2003,4,5,1602,7.2559
2003,4,6,1128,7.3122
2003,4,7,497,8.4948
2003,5,1,1139,11.4016
2003,5,2,1574,10.8311
2003,5,3,2008,6.8665
2003,5,4,2096,7.7180
2003,5,5,1823,7.6723
2003,5,6,1312,6.4261
2003,5,7,586,4.2309
2003,6,1,1123,3.4181
2003,6,2,1559,2.9967
2003,6,3,2001,1.8955
2003,6,4,2097,2.0725
2003,6,5,1814,1.5388
2003,6,6,1322,0.5066
2003,6,7,594,0.3668
2003,7,1,954,3.8514
2003,7,2,1299,1.9560
2003,7,3,1721,1.1649
2003,7,4,1847,1.1099
2003,7,5,1636,1.9437
2003,7,6,1204,4.1990
2003,7,7,545,3.0607
2003,8,1,1081,4.7620
2003,8,2,1488,4.6245
2003,8,3,1921,2.6091
2003,8,4,2015,2.8887
2003,8,5,1799,3.5982
2003,8,6,1336,4.4595
2003,8,7,594,4.9981
2003,9,1,1085,-1.3059
2003,9,2,1488,-2.1039
2003,9,3,1923,-2.3336
2003,9,4,2016,-1.2405
2003,9,5,1790,-1.8880
2003,9,6,1332,-2.5947
2003,9,7,598,-4.4288
2003,10,1,931,6.1714
2003,10,2,1285,6.9735
2003,10,3,1745,6.2825
2003,10,4,1845,7.0869
2003,10,5,1633,6.4516
2003,10,6,1244,7.2181
2003,10,7,550,8.0258
2003,11,1,1024,2.0894
2003,11,2,1421,2.8047
2003,11,3,1944,0.9528
2003,11,4,2037,2.2818
2003,11,5,1783,1.6273
2003,11,6,1353,1.3190
2003,11,7,609,2.0784
2003,12,1,1015,3.4757
2003,12,2,1425,3.6744
2003,12,3,1941,4.5236
2003,12,4,2044,3.8914
2003,12,5,1796,4.5642
2003,12,6,1341,3.9196
2003,12,7,610,3.0695
2004,1,1,912,6.3399
2004,1,2,1281,4.0750
2004,1,3,1733,2.7193
2004,1,4,1869,1.0889
2004,1,5,1640,1.2599
2004,1,6,1200,1.5517
2004,1,7,534,0.0970
2004,2,1,978,-0.6604
2004,2,2,1397,1.7314
2004,2,3,1897,1.8516
2004,2,4,2045,0.6246
2004,2,5,1851,1.5567
2004,2,6,1331,1.8395
2004,2,7,595,0.5690
2004,3,1,970,-1.6539
2004,3,2,1398,-1.9153
2004,3,3,1909,-2.1166
2004,3,4,2040,-1.1738
2004,3,5,1859,-0.6033
2004,3,6,1333,0.1685
2004,3,7,590,-1.1175
2004,4,1,879,-4.9975
2004,4,2,1225,-2.3876
2004,4,3,1695,-1.3975
2004,4,4,1866,-1.6353
2004,4,5,1676,-0.8232
2004,4,6,1174,-0.7001
2004,4,7,509,-0.9972
2004,5,1,946,0.2003
2004,5,2,1345,0.2396
2004,5,3,1855,0.6949
2004,5,4,2063,1.3627
2004,5,5,1888,1.4287
2004,5,6,1325,0.9071
2004,5,7,612,3.0837
2004,6,1,941,2.4825
2004,6,2,1336,2.0705
2004,6,3,1858,2.2549
2004,6,4,2066,2.6109
2004,6,5,1902,2.3967
2004,6,6,1339,2.3254
2004,6,7,615,1.4370
2004,7,1,811,-9.1380
2004,7,2,1160,-7.5203
2004,7,3,1660,-5.2622
2004,7,4,1844,-4.9714
2004,7,5,1717,-4.1859
2004,7,6,1170,-4.8361
2004,7,7,519,-3.9011
2004,8,1,900,-2.3999
2004,8,2,1269,-1.5691
2004,8,3,1819,-0.2578
2004,8,4,2025,-0.9168
2004,8,5,1873,-0.1484
2004,8,6,1300,-0.6985
2004,8,7,569,-3.6917
2004,9,1,893,2.6676
2004,9,2,1270,2.8281
2004,9,3,1826,1.6399
2004,9,4,2019,1.4139
2004,9,5,1871,2.2032
2004,9,6,1301,3.4466
2004,9,7,575,2.4781
2004,10,1,746,1.4142
2004,10,2,1099,1.9490
2004,10,3,1639,1.5787
2004,10,4,1861,1.5772
2004,10,5,1719,2.0052
2004,10,6,1199,2.3890
2004,10,7,510,3.3678
2004,11,1,816,7.7550
2004,11,2,1232,6.6031
2004,11,3,1763,6.7062
2004,11,4,2032,5.2511
2004,11,5,1896,4.0598
2004,11,6,1357,4.2409
2004,11,7,602,4.0947
2004,12,1,810,5.1589
2004,12,2,1245,4.4841
2004,12,3,1760,3.9456
2004,12,4,2036,3.6440
2004,12,5,1892,3.3275
2004,12,6,1366,3.0093
2004,12,7,599,2.0630
2005,1,1,705,-5.1961
2005,1,2,1088,-5.0237
2005,1,3,1570,-3.3597
2005,1,4,1822,-2.4574
2005,1,5,1740,-2.7712
2005,1,6,1251,-2.2304
2005,1,7,530,-1.2428
2005,2,1,800,0.3611
2005,2,2,1227,1.4520
2005,2,3,1732,0.8588
2005,2,4,1980,1.5054
2005,2,5,1879,1.9023
2005,2,6,1372,3.2100
2005,2,7,589,6.1765
2005,3,1,823,-3.4375
2005,3,2,1237,-2.0363
2005,3,3,1738,-0.8423
2005,3,4,1984,-1.2903
2005,3,5,1875,-0.5588
2005,3,6,1366,-1.2698
2005,3,7,586,-2.2129
2005,4,1,727,-6.9456
2005,4,2,1120,-2.1739
2005,4,3,1561,-1.7967
2005,4,4,1788,-1.7500
2005,4,5,1702,-2.4233
2005,4,6,1243,-3.8296
2005,4,7,517,-3.9931
2005,5,1,822,3.7049
2005,5,2,1248,3.8783
2005,5,3,1731,4.6457
2005,5,4,1960,4.3223
2005,5,5,1855,4.6884
2005,5,6,1385,4.5540
2005,5,7,575,4.0470
2005,6,1,821,3.5818
2005,6,2,1252,2.3083
2005,6,3,1734,1.3441
2005,6,4,1958,-0.0422
2005,6,5,1862,0.1509
2005,6,6,1384,0.0555
2005,6,7,571,0.7847
2005,7,1,720,7.9717
2005,7,2,1103,4.6745
2005,7,3,1532,4.8905
2005,7,4,1749,4.8119
2005,7,5,1650,5.6770
2005,7,6,1228,5.9615
2005,7,7,497,5.5579
2005,8,1,898,-2.8208
2005,8,2,1279,-0.3585
2005,8,3,1717,-0.1336
2005,8,4,1910,-1.0571
2005,8,5,1767,-1.2196
2005,8,6,1293,-0.2861
2005,8,7,535,-0.1473
2005,9,1,907,-0.2736
2005,9,2,1271,-0.2752
2005,9,3,1733,-0.2088
2005,9,4,1902,0.5177
2005,9,5,1752,0.8091
2005,9,6,1282,1.2805
2005,9,7,525,2.4637
2005,10,1,833,-2.6024
2005,10,2,1152,-4.0487
2005,10,3,1558,-2.5755
2005,10,4,1709,-2.4935
2005,10,5,1580,-2.0122
2005,10,6,1135,-1.9760
2005,10,7,452,-4.0107
2005,11,1,944,5.3380
2005,11,2,1309,4.1761
2005,11,3,1735,3.3492
2005,11,4,1874,3.7397
2005,11,5,1741,4.1362
2005,11,6,1234,3.8492
2005,11,7,488,2.3552
2005,12,1,950,-0.5739
2005,12,2,1310,0.2038
2005,12,3,1735,0.8374
2005,12,4,1865,0.0272
2005,12,5,1732,0.1113
2005,12,6,1223,0.0914
2005,12,7,489,0.4724
2006,1,1,885,6.2844
2006,1,2,1182,5.5472
2006,1,3,1574,3.7614
2006,1,4,1700,3.3028
2006,1,5,1545,2.9844
2006,1,6,1056,4.2606
2006,1,7,401,6.1925
2006,2,1,980,0.7852
2006,2,2,1298,0.3448
2006,2,3,1762,0.4881
2006,2,4,1883,1.2271
2006,2,5,1692,-0.0478
2006,2,6,1160,-1.1685
2006,2,7,450,-2.2548
2006,3,1,977,2.5089
2006,3,2,1302,2.7094
2006,3,3,1754,1.8612
2006,3,4,1882,1.9758
2006,3,5,1699,2.2816
2006,3,6,1154,2.0667
2006,3,7,447,2.9198
2006,4,1,900,-1.0163
2006,4,2,1181,0.3220
2006,4,3,1605,0.1219
2006,4,4,1720,0.4416
2006,4,5,1528,0.7949
2006,4,6,991,2.1239
2006,4,7,376,2.3030
2006,5,1,957,-4.8579
2006,5,2,1312,-4.3859
2006,5,3,1811,-2.5002
2006,5,4,1915,-3.0380
2006,5,5,1681,-2.6911
2006,5,6,1127,-3.1196
2006,5,7,432,-3.4486
2006,6,1,961,-2.8243
2006,6,2,1311,1.1460
2006,6,3,1802,-0.0479
2006,6,4,1909,0.2315
2006,6,5,1693,0.6244
2006,6,6,1129,-0.1258
2006,6,7,433,0.1568
2006,7,1,838,-3.2423
2006,7,2,1148,-0.9199
2006,7,3,1615,-0.6357
2006,7,4,1715,-0.7788
2006,7,5,1498,-0.8425
2006,7,6,963,-1.4983
2006,7,7,358,-2.4128
2006,8,1,976,3.6130
2006,8,2,1316,2.7395
2006,8,3,1780,2.6680
2006,8,4,1870,3.4100
2006,8,5,1645,2.1249
2006,8,6,1055,1.5637
2006,8,7,404,0.0138
2006,9,1,977,0.5340
2006,9,2,1319,2.3409
2006,9,3,1784,2.5463
2006,9,4,1867,1.3286
2006,9,5,1639,1.7234
2006,9,6,1052,1.8953
2006,9,7,403,0.8923
2006,10,1,837,4.5450
2006,10,2,1163,4.5513
2006,10,3,1593,3.8540
2006,10,4,1696,4.2264
2006,10,5,1497,3.7167
2006,10,6,955,4.2015
2006,10,7,362,4.3316
2006,11,1,927,3.6770
2006,11,2,1324,2.5618
2006,11,3,1735,1.6437
2006,11,4,1868,2.9996
2006,11,5,1662,1.5298
2006,11,6,1092,2.4694
2006,11,7,427,2.2836
2006,12,1,926,0.9104
2006,12,2,1334,-0.6607
2006,12,3,1740,1.0786
2006,12,4,1864,0.4874
