year,month,rank_IA,nstocks,ret_vw
1990,2,1,622,1.4345
1990,2,2,398,2.5400
1990,2,3,272,0.7596
1990,2,4,253,0.9781
1990,2,5,272,-0.1621
1990,2,6,281,0.8081
1990,2,7,295,3.2572
1990,2,8,287,0.8352
1990,2,9,401,1.7009
1990,2,10,491,2.5870
1990,3,1,616,3.9119
1990,3,2,396,1.8537
1990,3,3,270,2.5642
1990,3,4,253,2.5160
1990,3,5,271,3.0056
1990,3,6,281,2.8974
1990,3,7,292,2.2574
1990,3,8,287,3.1101
1990,3,9,399,3.8935
1990,3,10,489,4.5352
1990,4,1,610,-2.8930
1990,4,2,392,-3.6872
1990,4,3,270,-3.8103
1990,4,4,251,-4.1135
1990,4,5,270,-1.2591
1990,4,6,280,-1.4387
1990,4,7,292,-1.9327
1990,4,8,283,-3.0029
1990,4,9,397,-0.6444
1990,4,10,486,-1.8833
1990,5,1,600,9.2163
1990,5,2,389,6.6661
1990,5,3,270,9.1186
1990,5,4,250,6.9621
1990,5,5,269,9.9664
1990,5,6,280,10.1877
1990,5,7,291,9.2000
1990,5,8,283,8.4944
1990,5,9,397,12.0513
1990,5,10,482,8.4985
1990,6,1,591,-3.8717
1990,6,2,385,-1.4406
1990,6,3,268,-0.0288
1990,6,4,248,-0.9442
1990,6,5,267,1.2874
1990,6,6,279,0.7975
1990,6,7,290,-1.6273
1990,6,8,282,-1.3456
1990,6,9,396,1.6361
1990,6,10,479,0.5452
1990,7,1,651,0.3760
1990,7,2,389,2.0493
1990,7,3,274,1.9986
1990,7,4,222,-1.1129
1990,7,5,270,-1.6492
1990,7,6,284,-0.5924
1990,7,7,295,1.2780
1990,7,8,323,-0.0653
1990,7,9,442,-2.9896
1990,7,10,564,-4.8690
1990,8,1,640,-9.1558
1990,8,2,384,-7.6250
1990,8,3,272,-6.5955
1990,8,4,221,-6.7748
1990,8,5,269,-9.1400
1990,8,6,284,-9.7997
1990,8,7,295,-8.7711
1990,8,8,322,-11.5805
1990,8,9,439,-10.4865
1990,8,10,559,-10.7960
1990,9,1,631,-6.3837
1990,9,2,381,-5.1530
1990,9,3,271,-1.6883
1990,9,4,220,-0.5449
1990,9,5,265,-1.9464
1990,9,6,281,-4.0130
1990,9,7,295,-4.9279
1990,9,8,322,-8.1895
1990,9,9,435,-7.2017
1990,9,10,557,-8.6437
1990,10,1,626,-4.9891
1990,10,2,381,-3.1564
1990,10,3,270,-0.5057
1990,10,4,219,0.6559
1990,10,5,265,1.0540
1990,10,6,280,2.2934
1990,10,7,294,1.1060
1990,10,8,320,-1.3628
1990,10,9,434,-1.6556
1990,10,10,553,-3.2224
1990,11,1,618,4.9398
1990,11,2,377,5.6771
1990,11,3,268,3.8570
1990,11,4,219,4.9510
1990,11,5,263,5.1119
1990,11,6,279,2.9853
1990,11,7,294,6.5000
1990,11,8,317,6.8902
1990,11,9,432,8.9195
1990,11,10,551,11.0335
1990,12,1,615,0.4223
1990,12,2,374,3.5587
1990,12,3,267,1.6582
1990,12,4,218,1.8913
1990,12,5,262,1.4014
1990,12,6,279,1.9427
1990,12,7,294,2.9796
1990,12,8,317,4.5922
1990,12,9,430,4.0479
1990,12,10,549,4.5506
1991,1,1,607,5.7465
1991,1,2,370,1.9491
1991,1,3,267,0.7208
1991,1,4,218,1.6930
1991,1,5,262,5.5526
1991,1,6,278,5.5002
1991,1,7,292,2.9235
1991,1,8,316,6.8249
1991,1,9,427,8.3816
1991,1,10,547,10.1133
1991,2,1,600,9.9207
1991,2,2,368,7.9246
1991,2,3,265,5.5827
1991,2,4,216,7.1118
1991,2,5,261,6.3652
1991,2,6,278,7.1010
1991,2,7,290,7.0320
1991,2,8,316,6.3463
1991,2,9,425,7.1299
1991,2,10,543,10.3070
1991,3,1,595,1.7441
1991,3,2,366,1.7097
1991,3,3,265,2.0120
1991,3,4,215,1.5962
1991,3,5,260,-1.1881
1991,3,6,277,4.2361
1991,3,7,289,4.7233
1991,3,8,315,2.3673
1991,3,9,423,3.9138
1991,3,10,541,4.0636
1991,4,1,590,-0.1889
1991,4,2,364,0.4892
1991,4,3,262,2.1373
1991,4,4,215,-0.8128
1991,4,5,260,-2.6677
1991,4,6,276,1.6460
1991,4,7,287,-0.0543
1991,4,8,315,2.1831
1991,4,9,419,-0.6217
1991,4,10,538,-0.5442
1991,5,1,581,1.2806
1991,5,2,363,3.1452
1991,5,3,261,0.9602
1991,5,4,215,1.5269
1991,5,5,260,3.5371
1991,5,6,270,3.8175
1991,5,7,287,5.0707
1991,5,8,312,6.6181
1991,5,9,417,5.4100
1991,5,10,534,5.5251
1991,6,1,573,-7.4125
1991,6,2,362,-4.7303
1991,6,3,260,-2.4183
1991,6,4,213,-2.9247
1991,6,5,260,-5.4063
1991,6,6,270,-3.1880
1991,6,7,287,-4.4771
1991,6,8,312,-4.1548
1991,6,9,417,-4.7326
1991,6,10,528,-6.1507
1991,7,1,672,0.7236
1991,7,2,437,3.5906
1991,7,3,289,4.6288
1991,7,4,240,3.3494
1991,7,5,227,3.0907
1991,7,6,259,4.5359
1991,7,7,275,3.9014
1991,7,8,324,4.1550
1991,7,9,337,5.4361
1991,7,10,616,7.5623
1991,8,1,656,0.0745
1991,8,2,435,1.7395
1991,8,3,285,2.5343
1991,8,4,238,2.4166
1991,8,5,226,1.0184
1991,8,6,258,1.1858
1991,8,7,273,2.3990
1991,8,8,320,1.9706
1991,8,9,336,4.3860
1991,8,10,612,4.7704
1991,9,1,647,-2.3249
1991,9,2,433,-2.0201
1991,9,3,283,0.5372
1991,9,4,238,0.6691
1991,9,5,225,0.3961
1991,9,6,257,-2.7417
1991,9,7,271,-2.0136
1991,9,8,322,-1.4747
1991,9,9,335,-2.4786
1991,9,10,611,-1.0048
1991,10,1,642,4.3165
1991,10,2,431,1.1861
1991,10,3,282,2.5822
1991,10,4,238,2.3497
1991,10,5,225,1.8374
1991,10,6,257,1.3090
1991,10,7,271,1.7010
1991,10,8,322,1.2302
1991,10,9,335,0.9421
1991,10,10,609,1.6679
1991,11,1,635,-4.2880
1991,11,2,426,-4.7437
1991,11,3,280,-2.0632
1991,11,4,238,-3.9249
1991,11,5,224,-4.7435
1991,11,6,257,-6.3024
1991,11,7,269,-4.5175
1991,11,8,320,-2.5104
1991,11,9,335,-2.3957
1991,11,10,608,-1.1530
1991,12,1,628,8.2406
1991,12,2,422,10.0953
1991,12,3,279,8.0193
1991,12,4,238,8.4152
1991,12,5,223,6.7375
1991,12,6,257,9.5935
1991,12,7,268,9.9996
1991,12,8,319,11.0751
1991,12,9,332,15.4356
1991,12,10,604,14.6909
1992,1,1,612,12.0920
1992,1,2,419,3.4040
1992,1,3,276,-2.0547
1992,1,4,237,-0.8848
1992,1,5,223,-2.9050
1992,1,6,257,-1.5300
1992,1,7,267,-0.5895
1992,1,8,319,-0.0571
1992,1,9,331,-2.2113
1992,1,10,601,0.9802
1992,2,1,606,4.1514
1992,2,2,418,4.2765
1992,2,3,274,0.6558
1992,2,4,236,0.1655
1992,2,5,223,2.0343
1992,2,6,257,1.8421
1992,2,7,265,0.8618
1992,2,8,318,0.2355
1992,2,9,330,1.1570
1992,2,10,597,0.7740
1992,3,1,598,-0.9374
1992,3,2,416,-1.8773
1992,3,3,273,-1.6891
1992,3,4,236,-1.3492
1992,3,5,223,-2.7171
1992,3,6,256,-1.9196
1992,3,7,264,-2.1247
1992,3,8,317,-0.1249
1992,3,9,329,-3.0104
1992,3,10,594,-6.1734
1992,4,1,594,-1.6917
1992,4,2,411,0.8826
1992,4,3,272,3.5149
1992,4,4,234,4.0372
1992,4,5,222,7.0935
1992,4,6,256,2.6491
1992,4,7,264,2.2632
1992,4,8,316,2.0964
1992,4,9,328,-0.7264
1992,4,10,593,-2.8422
1992,5,1,585,-0.9087
1992,5,2,405,0.4889
1992,5,3,270,-0.0828
1992,5,4,232,0.7693
1992,5,5,221,0.7178
1992,5,6,255,0.2092
1992,5,7,264,-0.2531
1992,5,8,316,0.6677
1992,5,9,328,0.0735
1992,5,10,590,1.3015
1992,6,1,575,-1.6679
1992,6,2,399,-2.2475
1992,6,3,267,-2.3908
1992,6,4,231,-1.0509
1992,6,5,218,0.1841
1992,6,6,254,-2.5938
1992,6,7,263,-2.4117
1992,6,8,316,-2.5542
1992,6,9,328,-3.0673
1992,6,10,585,-4.0045
1992,7,1,570,3.9641
1992,7,2,377,4.4840
1992,7,3,323,3.0777
1992,7,4,241,4.5185
1992,7,5,240,5.6678
1992,7,6,273,4.1932
1992,7,7,269,2.7415
1992,7,8,284,4.3577
1992,7,9,391,3.6902
1992,7,10,641,4.3698
1992,8,1,550,-3.6900
1992,8,2,373,-3.7349
1992,8,3,319,-2.9131
1992,8,4,239,-1.0306
1992,8,5,238,-1.4236
1992,8,6,271,-2.1923
1992,8,7,268,-1.7019
1992,8,8,282,-0.7092
1992,8,9,389,-2.9729
1992,8,10,640,-1.5652
1992,9,1,535,-0.0300
1992,9,2,368,1.7617
1992,9,3,319,0.3110
1992,9,4,239,0.6791
1992,9,5,237,1.5310
1992,9,6,271,0.7973
1992,9,7,266,0.0647
1992,9,8,279,1.0060
1992,9,9,387,1.0215
1992,9,10,635,2.5030
1992,10,1,528,0.3256
1992,10,2,367,1.8342
1992,10,3,318,2.3465
1992,10,4,239,-1.2286
1992,10,5,237,-2.7578
1992,10,6,271,1.1031
1992,10,7,265,-0.2993
1992,10,8,279,2.0713
1992,10,9,386,2.0224
1992,10,10,632,4.1583
1992,11,1,523,3.1919
1992,11,2,362,1.9043
1992,11,3,317,5.0339
1992,11,4,239,1.9586
1992,11,5,237,1.6671
1992,11,6,269,3.0877
1992,11,7,264,3.7877
1992,11,8,279,3.7404
1992,11,9,382,5.8441
1992,11,10,626,6.0982
1992,12,1,513,2.0437
1992,12,2,360,1.6653
1992,12,3,317,1.3612
1992,12,4,239,2.2817
1992,12,5,237,1.8169
1992,12,6,269,2.3147
1992,12,7,264,-2.6431
1992,12,8,278,1.7826
1992,12,9,380,1.6794
1992,12,10,625,0.4599
1993,1,1,507,3.6589
1993,1,2,358,4.1546
1993,1,3,317,2.0703
1993,1,4,239,2.7291
1993,1,5,237,0.5029
1993,1,6,268,-0.0409
1993,1,7,264,-1.1489
1993,1,8,277,-1.4329
1993,1,9,379,0.1066
1993,1,10,624,0.6470
1993,2,1,499,2.0967
1993,2,2,358,2.3782
1993,2,3,317,2.6361
1993,2,4,239,3.9194
1993,2,5,236,1.0026
1993,2,6,267,2.4928
1993,2,7,263,1.9433
1993,2,8,277,-0.5492
1993,2,9,376,-1.1267
1993,2,10,623,-5.0004
1993,3,1,498,3.0092
1993,3,2,357,2.8147
1993,3,3,316,2.8543
1993,3,4,238,3.6460
1993,3,5,237,1.1810
1993,3,6,266,1.9859
1993,3,7,262,2.3305
1993,3,8,275,2.4419
1993,3,9,374,1.0349
1993,3,10,622,1.1578
1993,4,1,491,0.1306
1993,4,2,356,-0.3180
1993,4,3,312,-0.9417
1993,4,4,238,0.0587
1993,4,5,234,-3.4273
1993,4,6,266,-1.6450
1993,4,7,262,-2.2540
1993,4,8,274,-3.1190
1993,4,9,374,-2.3814
1993,4,10,618,-7.4218
1993,5,1,484,2.9958
1993,5,2,354,3.4554
1993,5,3,310,3.5786
1993,5,4,236,1.9435
1993,5,5,234,1.3737
1993,5,6,266,2.1735
1993,5,7,262,4.9859
1993,5,8,274,2.6938
1993,5,9,374,5.9652
1993,5,10,617,5.6424
1993,6,1,479,-0.1175
1993,6,2,355,-0.6220
1993,6,3,308,0.7412
1993,6,4,237,0.8376
1993,6,5,234,1.5087
1993,6,6,266,0.3963
1993,6,7,262,0.5419
1993,6,8,273,0.7317
1993,6,9,373,-2.7816
1993,6,10,613,-2.1281
1993,7,1,645,3.9817
1993,7,2,325,-0.4764
1993,7,3,292,-0.3987
1993,7,4,290,0.8802
1993,7,5,249,2.1084
1993,7,6,244,-0.0069
1993,7,7,298,-1.2603
1993,7,8,300,-1.6137
1993,7,9,375,-3.9544
1993,7,10,689,-3.2498
1993,8,1,641,5.3180
1993,8,2,322,4.0384
1993,8,3,291,3.8073
1993,8,4,286,4.2583
1993,8,5,246,3.5727
1993,8,6,244,4.2849
1993,8,7,297,2.7400
1993,8,8,300,4.0464
1993,8,9,374,4.3893
1993,8,10,687,4.1502
1993,9,1,636,0.9408
1993,9,2,321,0.0936
1993,9,3,290,0.0605
1993,9,4,284,-0.3240
1993,9,5,246,-1.3687
1993,9,6,243,-0.3251
1993,9,7,297,-2.7846
1993,9,8,299,-0.1111
1993,9,9,372,-1.5250
1993,9,10,683,1.4056
1993,10,1,627,2.5888
1993,10,2,321,3.3594
1993,10,3,290,1.4228
1993,10,4,283,1.5512
1993,10,5,246,3.6187
1993,10,6,242,4.4201
1993,10,7,294,1.4248
1993,10,8,299,1.7550
1993,10,9,371,4.6851
1993,10,10,682,2.3945
1993,11,1,626,-3.5975
1993,11,2,320,-0.4393
1993,11,3,290,-2.6400
1993,11,4,283,-2.1418
1993,11,5,245,-0.7149
1993,11,6,240,-0.9451
1993,11,7,294,-1.5954
1993,11,8,298,-0.2553
1993,11,9,370,0.5872
1993,11,10,680,1.1531
1993,12,1,620,1.0282
1993,12,2,318,1.8850
1993,12,3,289,1.3865
1993,12,4,283,0.3969
1993,12,5,245,2.5331
1993,12,6,239,1.8419
1993,12,7,292,2.1630
1993,12,8,297,2.7852
1993,12,9,368,2.3153
1993,12,10,678,-0.1622
1994,1,1,614,5.1788
1994,1,2,315,3.9295
1994,1,3,288,3.5752
1994,1,4,283,2.6409
1994,1,5,244,2.4585
1994,1,6,237,2.0944
1994,1,7,290,2.1663
1994,1,8,298,2.4276
1994,1,9,368,3.3137
1994,1,10,675,2.6761
1994,2,1,608,-3.8781
1994,2,2,313,-1.5737
1994,2,3,287,-3.0726
1994,2,4,283,-3.5403
1994,2,5,242,-3.2722
1994,2,6,237,-2.6067
1994,2,7,290,-1.8173
1994,2,8,297,-1.3682
1994,2,9,366,-1.8364
1994,2,10,674,1.4131
1994,3,1,595,-5.5188
1994,3,2,310,-3.8164
1994,3,3,287,-3.8990
1994,3,4,279,-4.0218
1994,3,5,241,-4.8586
1994,3,6,235,-5.4596
1994,3,7,290,-3.1275
1994,3,8,297,-3.9158
1994,3,9,366,-5.6858
1994,3,10,672,-6.0501
1994,4,1,592,1.3406
1994,4,2,311,1.0757
1994,4,3,284,2.5678
1994,4,4,279,1.4808
1994,4,5,240,1.7057
1994,4,6,234,0.3526
1994,4,7,290,0.6911
1994,4,8,297,-0.0373
1994,4,9,366,0.2628
1994,4,10,672,-0.7256
1994,5,1,589,-0.5637
1994,5,2,311,3.1535
1994,5,3,283,-0.0396
1994,5,4,276,0.0821
1994,5,5,238,-0.4379
1994,5,6,234,-3.2414
1994,5,7,286,2.3020
1994,5,8,295,2.0577
1994,5,9,363,-0.4460
1994,5,10,668,-0.4408
1994,6,1,584,-4.7859
1994,6,2,309,-2.2388
1994,6,3,282,-2.9190
1994,6,4,275,0.1727
1994,6,5,236,-1.9001
1994,6,6,233,-2.5017
1994,6,7,287,-2.1122
1994,6,8,295,-4.0004
1994,6,9,362,-2.5861
1994,6,10,665,-4.2050
1994,7,1,664,2.7443
1994,7,2,343,3.3740
1994,7,3,313,3.1414
1994,7,4,308,4.1426
1994,7,5,271,3.4163
1994,7,6,251,1.9200
1994,7,7,320,3.2527
1994,7,8,325,2.9695
1994,7,9,425,3.9503
1994,7,10,749,2.9573
1994,8,1,661,5.4324
1994,8,2,342,6.6252
1994,8,3,312,2.1973
1994,8,4,307,3.5058
1994,8,5,270,3.8114
1994,8,6,251,2.4877
1994,8,7,319,4.9238
1994,8,8,325,3.4257
1994,8,9,422,7.1013
1994,8,10,744,6.3241
1994,9,1,659,-1.2615
1994,9,2,340,0.0486
1994,9,3,307,-3.1474
1994,9,4,305,-1.4964
1994,9,5,270,-2.2615
1994,9,6,248,-1.6162
1994,9,7,319,0.1539
1994,9,8,324,-1.3133
1994,9,9,420,-1.9400
1994,9,10,738,-1.7062
1994,10,1,650,-1.1426
1994,10,2,335,2.5163
1994,10,3,306,2.4431
1994,10,4,302,1.8008
1994,10,5,269,0.6698
1994,10,6,248,2.4893
1994,10,7,318,2.9155
1994,10,8,322,1.4634
1994,10,9,420,4.5144
1994,10,10,735,1.6614
1994,11,1,644,-3.6638
1994,11,2,333,-4.5003
1994,11,3,306,-3.9892
1994,11,4,301,-3.8253
1994,11,5,268,-2.8423
1994,11,6,247,-4.3739
1994,11,7,318,-1.6598
1994,11,8,321,-1.7285
1994,11,9,419,-3.0078
1994,11,10,729,-2.5870
1994,12,1,637,1.9911
1994,12,2,330,1.7269
1994,12,3,304,0.7255
1994,12,4,301,1.3452
1994,12,5,268,1.5765
1994,12,6,247,2.0343
1994,12,7,317,1.6139
1994,12,8,320,0.7459
1994,12,9,416,0.5619
1994,12,10,725,1.4185
1995,1,1,632,1.9691
1995,1,2,326,-0.2696
1995,1,3,302,2.0217
1995,1,4,297,2.7351
1995,1,5,267,2.5294
1995,1,6,246,1.7355
1995,1,7,314,1.9379
1995,1,8,318,1.4761
1995,1,9,413,1.2059
1995,1,10,720,1.9541
1995,2,1,629,4.0787
1995,2,2,323,4.6244
1995,2,3,302,4.0599
1995,2,4,297,3.5748
1995,2,5,266,2.7638
1995,2,6,246,3.8656
1995,2,7,313,2.9595
1995,2,8,316,3.2117
1995,2,9,410,4.4552
1995,2,10,715,5.0172
1995,3,1,623,1.8871
1995,3,2,320,5.1894
1995,3,3,298,3.9082
1995,3,4,296,3.9584
1995,3,5,265,1.4250
1995,3,6,245,1.7220
1995,3,7,313,2.3243
1995,3,8,316,2.6760
1995,3,9,409,1.2503
1995,3,10,710,3.8935
1995,4,1,619,2.0434
1995,4,2,317,5.4263
1995,4,3,297,2.5435
1995,4,4,294,2.8423
1995,4,5,262,3.0246
1995,4,6,243,1.6628
1995,4,7,311,2.5270
1995,4,8,316,3.5578
1995,4,9,407,1.9872
1995,4,10,702,3.1787
1995,5,1,613,4.1618
1995,5,2,316,1.2636
1995,5,3,295,4.0685
1995,5,4,293,3.3581
1995,5,5,261,1.9759
1995,5,6,241,2.1232
1995,5,7,311,3.3721
1995,5,8,315,3.8321
1995,5,9,404,2.3603
1995,5,10,699,3.4283
1995,6,1,603,3.6218
1995,6,2,314,3.0513
1995,6,3,293,-0.4028
1995,6,4,291,1.1556
1995,6,5,258,2.3940
1995,6,6,241,2.7642
1995,6,7,311,2.7042
1995,6,8,315,1.9822
1995,6,9,402,7.7348
1995,6,10,693,6.1691
1995,7,1,744,4.3183
1995,7,2,339,1.6940
1995,7,3,265,4.0012
1995,7,4,249,0.3896
1995,7,5,271,3.9335
1995,7,6,323,3.4768
1995,7,7,373,3.0641
1995,7,8,402,4.8523
1995,7,9,529,5.0058
1995,7,10,774,7.3464
1995,8,1,735,1.6707
1995,8,2,336,0.8879
1995,8,3,263,0.7611
1995,8,4,246,-0.1257
1995,8,5,270,-0.9413
1995,8,6,318,-0.5627
1995,8,7,371,0.2111
1995,8,8,401,-0.1292
1995,8,9,527,-0.1174
1995,8,10,766,1.3432
1995,9,1,726,4.9207
1995,9,2,335,2.8124
1995,9,3,260,3.3860
1995,9,4,246,5.2113
1995,9,5,269,2.9828
1995,9,6,318,3.1872
1995,9,7,369,3.0375
1995,9,8,401,2.4727
1995,9,9,522,3.7492
1995,9,10,760,2.8816
1995,10,1,718,-1.3587
1995,10,2,331,-2.5532
1995,10,3,260,-0.3639
1995,10,4,245,-0.2799
1995,10,5,268,1.3592
1995,10,6,316,0.0687
1995,10,7,369,-1.9932
1995,10,8,399,-0.9469
1995,10,9,520,-1.4085
1995,10,10,757,-1.1894
1995,11,1,710,4.6594
1995,11,2,329,5.6478
1995,11,3,255,3.8698
1995,11,4,243,4.3153
1995,11,5,267,5.7259
1995,11,6,317,4.2338
1995,11,7,369,5.1246
1995,11,8,398,3.1041
1995,11,9,515,2.3830
1995,11,10,750,0.3094
1995,12,1,699,6.2656
1995,12,2,325,3.5864
1995,12,3,255,1.0619
1995,12,4,242,2.4187
1995,12,5,266,3.2891
1995,12,6,315,2.7026
1995,12,7,366,2.2943
1995,12,8,396,1.4681
1995,12,9,513,-2.2707
1995,12,10,746,-1.8472
1996,1,1,694,3.7687
1996,1,2,323,3.0559
1996,1,3,254,4.8734
1996,1,4,243,2.1073
1996,1,5,264,2.0248
1996,1,6,313,3.2629
1996,1,7,365,3.6624
1996,1,8,395,1.6331
1996,1,9,511,1.8528
1996,1,10,741,1.2662
1996,2,1,689,-0.3697
1996,2,2,320,1.0945
1996,2,3,254,1.8314
1996,2,4,240,0.6776
1996,2,5,263,1.2250
1996,2,6,312,-0.4377
1996,2,7,363,0.6040
1996,2,8,393,3.7659
1996,2,9,508,1.9780
1996,2,10,731,3.7055
1996,3,1,685,0.8743
1996,3,2,318,1.1055
1996,3,3,251,0.2378
1996,3,4,241,1.5409
1996,3,5,263,2.0625
1996,3,6,312,1.5047
1996,3,7,361,0.9967
1996,3,8,390,1.4675
1996,3,9,505,0.0863
1996,3,10,725,0.9295
1996,4,1,680,4.0324
1996,4,2,317,2.2934
1996,4,3,248,0.0811
1996,4,4,241,1.5710
1996,4,5,262,1.8989
1996,4,6,309,0.3345
1996,4,7,358,1.4467
1996,4,8,387,3.1204
1996,4,9,502,5.1752
1996,4,10,723,6.6020
1996,5,1,677,3.7786
1996,5,2,315,1.0426
1996,5,3,248,1.1951
1996,5,4,239,2.5195
1996,5,5,261,2.0542
1996,5,6,307,1.9301
1996,5,7,357,3.5959
1996,5,8,387,4.6780
1996,5,9,501,4.4005
1996,5,10,722,2.9506
1996,6,1,671,0.8082
1996,6,2,312,-0.1696
1996,6,3,246,0.3209
1996,6,4,235,1.2404
1996,6,5,257,0.5746
1996,6,6,307,0.3901
1996,6,7,357,-2.7104
1996,6,8,384,-0.2839
1996,6,9,498,-1.4881
1996,6,10,716,-3.5003
1996,7,1,712,-5.8000
1996,7,2,355,-4.1751
1996,7,3,294,-5.0639
1996,7,4,307,-4.3468
1996,7,5,325,-4.5597
1996,7,6,318,-4.0522
1996,7,7,318,-7.1912
1996,7,8,454,-6.1102
1996,7,9,527,-5.3606
1996,7,10,866,-9.4700
1996,8,1,707,0.3679
1996,8,2,354,3.2438
1996,8,3,291,2.5999
1996,8,4,305,-1.3383
1996,8,5,321,3.7187
1996,8,6,317,3.2757
1996,8,7,316,2.6540
1996,8,8,450,3.6784
1996,8,9,524,4.0432
1996,8,10,861,4.7602
1996,9,1,697,2.4370
1996,9,2,352,4.9742
1996,9,3,289,4.0538
1996,9,4,304,2.9359
1996,9,5,316,3.9984
1996,9,6,316,3.8781
1996,9,7,313,4.8505
1996,9,8,447,6.9757
1996,9,9,522,7.8998
1996,9,10,854,7.9652
1996,10,1,690,2.3078
1996,10,2,349,1.5165
1996,10,3,288,3.5105
1996,10,4,302,2.3572
1996,10,5,315,2.1631
1996,10,6,314,2.5968
1996,10,7,312,-1.0806
1996,10,8,446,1.6640
1996,10,9,519,0.2232
1996,10,10,847,-3.0426
1996,11,1,687,5.0111
1996,11,2,347,7.3044
1996,11,3,288,4.2088
1996,11,4,299,5.8798
1996,11,5,314,6.0577
1996,11,6,310,6.8591
1996,11,7,311,7.1479
1996,11,8,442,5.6159
1996,11,9,516,7.8308
1996,11,10,845,7.7427
1996,12,1,681,0.6346
1996,12,2,346,-2.6863
1996,12,3,286,0.6520
1996,12,4,296,1.8126
1996,12,5,314,-1.3739
1996,12,6,309,-1.7317
1996,12,7,311,-1.1691
1996,12,8,440,-1.3210
1996,12,9,516,-1.5287
1996,12,10,839,-3.2600
1997,1,1,671,5.0305
1997,1,2,341,5.5378
1997,1,3,285,4.3284
1997,1,4,294,5.0923
1997,1,5,310,2.7246
1997,1,6,308,6.7413
1997,1,7,309,3.4072
1997,1,8,436,3.6169
1997,1,9,513,8.8008
1997,1,10,833,5.3538
1997,2,1,663,1.5708
1997,2,2,340,-1.4222
1997,2,3,284,-0.7386
1997,2,4,293,1.1989
1997,2,5,305,0.3880
1997,2,6,308,2.3350
1997,2,7,305,0.0737
1997,2,8,435,-1.2612
1997,2,9,509,-2.4833
1997,2,10,830,-5.1001
1997,3,1,656,-5.2209
1997,3,2,335,-3.9865
1997,3,3,284,-0.0139
1997,3,4,290,-2.6194
1997,3,5,305,-2.7966
1997,3,6,305,-4.9050
1997,3,7,304,-4.4965
1997,3,8,434,-3.9592
1997,3,9,508,-3.2097
1997,3,10,823,-6.7002
1997,4,1,648,2.0215
1997,4,2,336,5.4624
1997,4,3,284,0.7196
1997,4,4,290,2.8460
1997,4,5,302,0.0833
1997,4,6,303,7.1621
1997,4,7,303,6.7828
1997,4,8,431,7.0567
1997,4,9,504,7.6646
1997,4,10,817,1.7900
1997,5,1,644,4.9421
1997,5,2,335,7.2948
1997,5,3,284,5.6654
1997,5,4,289,6.7325
1997,5,5,301,7.2737
1997,5,6,302,6.6025
1997,5,7,301,4.5964
1997,5,8,430,7.4570
1997,5,9,497,5.7667
1997,5,10,811,14.2637
1997,6,1,639,4.5170
1997,6,2,334,3.8798
1997,6,3,283,4.8675
1997,6,4,288,3.4229
1997,6,5,300,3.8635
1997,6,6,302,5.3855
1997,6,7,297,4.0775
1997,6,8,428,4.0581
1997,6,9,494,2.9356
1997,6,10,805,3.2233
1997,7,1,787,4.4230
1997,7,2,340,5.6631
1997,7,3,331,5.6121
1997,7,4,308,6.5497
1997,7,5,321,3.0727
1997,7,6,377,6.1649
1997,7,7,379,7.3233
1997,7,8,472,7.2992
1997,7,9,598,14.6241
1997,7,10,706,8.8062
1997,8,1,772,0.8811
1997,8,2,336,-4.9973
1997,8,3,329,-4.1353
1997,8,4,305,-3.6799
1997,8,5,319,-5.8206
1997,8,6,375,-1.5397
1997,8,7,376,-5.0446
1997,8,8,471,-4.9412
1997,8,9,594,-0.0404
1997,8,10,703,-2.8121
1997,9,1,761,5.9498
1997,9,2,334,5.8304
1997,9,3,328,5.4675
1997,9,4,303,5.7648
1997,9,5,316,4.6810
1997,9,6,367,3.9834
1997,9,7,371,5.0499
1997,9,8,469,5.9344
1997,9,9,590,3.7176
1997,9,10,699,5.9002
1997,10,1,747,-1.2147
1997,10,2,330,-3.6248
1997,10,3,327,-3.7180
1997,10,4,301,-4.4023
1997,10,5,315,-1.8733
1997,10,6,365,-4.0518
1997,10,7,370,-1.0796
1997,10,8,467,-4.8347
1997,10,9,588,-7.0704
1997,10,10,693,-2.5589
1997,11,1,733,4.5114
1997,11,2,327,4.4734
1997,11,3,323,4.6528
1997,11,4,299,3.8806
1997,11,5,312,5.6258
1997,11,6,361,1.7462
1997,11,7,368,5.4590
1997,11,8,463,5.9313
1997,11,9,585,1.1057
1997,11,10,688,-0.3047
1997,12,1,729,-0.3374
1997,12,2,325,3.6575
1997,12,3,322,3.2007
1997,12,4,296,1.5261
1997,12,5,310,1.7993
1997,12,6,359,1.9989
1997,12,7,365,1.4262
1997,12,8,460,-0.1530
1997,12,9,581,-4.3801
1997,12,10,681,0.9338
1998,1,1,717,1.2055
1998,1,2,320,1.8522
1998,1,3,321,-0.8844
1998,1,4,293,-0.2376
1998,1,5,308,1.3037
1998,1,6,355,-1.0454
1998,1,7,361,1.3980
1998,1,8,454,3.1399
1998,1,9,574,5.1379
1998,1,10,675,0.8513
1998,2,1,708,5.0663
1998,2,2,318,4.1400
1998,2,3,319,5.6201
1998,2,4,289,5.6996
1998,2,5,304,4.5583
1998,2,6,351,8.1942
1998,2,7,357,9.5475
1998,2,8,452,5.2865
1998,2,9,569,10.6929
1998,2,10,670,8.0689
1998,3,1,698,5.5991
1998,3,2,315,5.7757
1998,3,3,318,1.7121
1998,3,4,288,6.3944
1998,3,5,303,6.7060
1998,3,6,350,6.8906
