year,month,rank_IA,nstocks,ret_vw
2006,4,5,218,1.5804
2006,4,6,252,0.5757
2006,4,7,259,0.5478
2006,4,8,286,0.4123
2006,4,9,380,-0.0176
2006,4,10,515,-1.1855
2006,5,1,424,-1.9675
2006,5,2,288,-3.2366
2006,5,3,222,-2.5359
2006,5,4,249,-1.9546
2006,5,5,216,-2.9704
2006,5,6,252,-1.5882
2006,5,7,258,-0.9080
2006,5,8,283,-2.8331
2006,5,9,377,-5.8752
2006,5,10,513,-6.4571
2006,6,1,416,-0.4512
2006,6,2,286,-0.4135
2006,6,3,222,0.8121
2006,6,4,248,0.1701
2006,6,5,214,0.7237
2006,6,6,251,-0.3135
2006,6,7,256,-0.5643
2006,6,8,282,-0.0604
2006,6,9,376,0.9153
2006,6,10,508,-0.0590
2006,7,1,553,-1.0123
2006,7,2,258,1.1703
2006,7,3,259,-1.5808
2006,7,4,263,0.1775
2006,7,5,261,-0.4358
2006,7,6,258,2.4789
2006,7,7,277,-2.1455
2006,7,8,290,-4.1715
2006,7,9,351,-0.2700
2006,7,10,461,-2.0102
2006,8,1,549,4.5239
2006,8,2,254,6.1217
2006,8,3,257,2.8372
2006,8,4,263,2.8534
2006,8,5,261,3.3772
2006,8,6,257,2.7454
2006,8,7,276,0.5986
2006,8,8,288,1.1325
2006,8,9,350,2.0816
2006,8,10,459,0.2371
2006,9,1,548,3.5609
2006,9,2,253,2.3464
2006,9,3,254,3.0384
2006,9,4,263,2.0084
2006,9,5,259,0.6001
2006,9,6,255,0.5185
2006,9,7,274,1.4823
2006,9,8,286,1.6802
2006,9,9,346,1.0197
2006,9,10,459,3.0553
2006,10,1,543,2.7343
2006,10,2,251,3.5321
2006,10,3,251,5.1446
2006,10,4,262,2.9137
2006,10,5,257,5.3553
2006,10,6,254,4.6635
2006,10,7,273,3.6704
2006,10,8,285,2.2174
2006,10,9,345,3.1820
2006,10,10,459,6.1502
2006,11,1,539,1.5754
2006,11,2,249,2.8206
2006,11,3,250,0.4923
2006,11,4,261,1.4350
2006,11,5,257,1.2150
2006,11,6,254,3.1396
2006,11,7,272,2.4576
2006,11,8,282,2.4787
2006,11,9,343,4.2667
2006,11,10,455,4.6552
2006,12,1,532,2.5730
2006,12,2,247,0.8722
2006,12,3,249,0.9388
2006,12,4,258,1.3975
2006,12,5,256,1.2384
2006,12,6,253,1.1416
2006,12,7,272,-0.1640
2006,12,8,279,-0.1625
2006,12,9,343,-0.4015
2006,12,10,452,-3.3972
2007,1,1,528,1.2860
2007,1,2,243,1.1722
2007,1,3,248,2.9944
2007,1,4,258,3.8355
2007,1,5,254,1.9361
2007,1,6,251,0.7715
2007,1,7,271,2.9138
2007,1,8,273,2.2422
2007,1,9,341,2.2701
2007,1,10,446,3.2793
2007,2,1,520,-2.4823
2007,2,2,238,-1.6040
2007,2,3,243,-2.4644
2007,2,4,256,-1.6011
2007,2,5,253,-1.3525
2007,2,6,248,-2.1358
2007,2,7,270,-0.0928
2007,2,8,270,-0.0380
2007,2,9,336,-1.1156
2007,2,10,443,-0.4060
2007,3,1,514,0.6587
2007,3,2,238,0.9061
2007,3,3,243,-0.3005
2007,3,4,254,1.8156
2007,3,5,253,2.2886
2007,3,6,247,1.5213
2007,3,7,267,0.0999
2007,3,8,268,1.8351
2007,3,9,333,3.5603
2007,3,10,442,2.8756
2007,4,1,508,4.9413
2007,4,2,238,5.3989
2007,4,3,240,5.0031
2007,4,4,253,2.7075
2007,4,5,251,5.0586
2007,4,6,247,4.3079
2007,4,7,266,3.9814
2007,4,8,268,3.6479
2007,4,9,330,2.4935
2007,4,10,440,3.9863
2007,5,1,500,2.8706
2007,5,2,236,3.1617
2007,5,3,240,1.6913
2007,5,4,252,5.5008
2007,5,5,247,3.0851
2007,5,6,245,3.1452
2007,5,7,263,4.3374
2007,5,8,264,3.8451
2007,5,9,328,5.2507
2007,5,10,437,6.1189
2007,6,1,493,-0.2062
2007,6,2,234,-2.0194
2007,6,3,240,-0.7571
2007,6,4,251,-1.9534
2007,6,5,246,-1.9789
2007,6,6,244,-0.5512
2007,6,7,261,-1.7597
2007,6,8,263,-0.5125
2007,6,9,325,-0.8048
2007,6,10,431,-0.6963
2007,7,1,460,-3.7672
2007,7,2,236,-3.2448
2007,7,3,264,-2.6972
2007,7,4,225,-1.7557
2007,7,5,241,-0.9864
2007,7,6,270,-3.5893
2007,7,7,253,-1.7918
2007,7,8,287,-3.1755
2007,7,9,381,-1.2218
2007,7,10,538,-0.9874
2007,8,1,454,-0.6596
2007,8,2,234,1.7434
2007,8,3,262,1.5672
2007,8,4,223,0.0820
2007,8,5,239,1.8080
2007,8,6,267,1.3209
2007,8,7,251,0.5869
2007,8,8,287,0.7122
2007,8,9,379,3.1396
2007,8,10,536,2.5466
2007,9,1,446,2.3777
2007,9,2,232,2.4374
2007,9,3,260,2.1511
2007,9,4,221,5.4835
2007,9,5,236,4.5895
2007,9,6,264,1.6399
2007,9,7,248,4.6979
2007,9,8,284,2.7048
2007,9,9,377,4.4132
2007,9,10,533,6.7176
2007,10,1,442,-0.6730
2007,10,2,232,1.6793
2007,10,3,258,9.4810
2007,10,4,220,1.9174
2007,10,5,234,1.5300
2007,10,6,259,0.5140
2007,10,7,247,5.5130
2007,10,8,282,0.9103
2007,10,9,375,2.0229
2007,10,10,530,5.0690
2007,11,1,435,-4.8008
2007,11,2,230,-2.7044
2007,11,3,256,-5.4065
2007,11,4,218,-3.4135
2007,11,5,232,-3.1072
2007,11,6,258,-2.8414
2007,11,7,245,-6.2818
2007,11,8,276,-2.8021
2007,11,9,374,-2.5285
2007,11,10,524,-5.6346
2007,12,1,430,-1.3401
2007,12,2,230,-1.9522
2007,12,3,255,0.9991
2007,12,4,213,-1.0445
2007,12,5,223,1.1335
2007,12,6,258,-1.2756
2007,12,7,242,0.5432
2007,12,8,272,1.0978
2007,12,9,371,-0.6244
2007,12,10,519,2.5249
2008,1,1,421,-6.5146
2008,1,2,227,-4.0391
2008,1,3,253,-9.9880
2008,1,4,212,-5.1058
2008,1,5,221,-7.9086
2008,1,6,256,-6.3469
2008,1,7,240,-6.4234
2008,1,8,270,-4.0042
2008,1,9,370,-5.7904
2008,1,10,517,-11.3273
2008,2,1,419,-0.2465
2008,2,2,225,-1.2100
2008,2,3,252,-5.9376
2008,2,4,211,-2.0080
2008,2,5,221,1.1483
2008,2,6,255,-0.9923
2008,2,7,239,0.9327
2008,2,8,268,-2.0260
2008,2,9,368,2.1789
2008,2,10,514,-3.0506
2008,3,1,418,-2.8240
2008,3,2,224,-0.3345
2008,3,3,251,0.6936
2008,3,4,210,2.7200
2008,3,5,219,-1.4824
2008,3,6,254,-0.7339
2008,3,7,239,-1.0481
2008,3,8,268,0.7827
2008,3,9,367,-0.3588
2008,3,10,512,1.3953
2008,4,1,412,3.3008
2008,4,2,224,2.5131
2008,4,3,250,2.6148
2008,4,4,209,-0.5465
2008,4,5,217,7.1273
2008,4,6,252,4.8240
2008,4,7,236,5.1982
2008,4,8,265,7.0408
2008,4,9,366,3.9395
2008,4,10,510,6.9756
2008,5,1,408,3.9147
2008,5,2,222,3.3259
2008,5,3,250,4.0196
2008,5,4,209,-0.0506
2008,5,5,214,1.0924
2008,5,6,250,5.0830
2008,5,7,236,4.9125
2008,5,8,263,1.8851
2008,5,9,361,4.4801
2008,5,10,507,4.9757
2008,6,1,397,-8.2421
2008,6,2,221,-7.9857
2008,6,3,248,-5.1987
2008,6,4,207,-8.0521
2008,6,5,213,-4.3071
2008,6,6,248,-8.4249
2008,6,7,236,-5.1817
2008,6,8,262,-5.9882
2008,6,9,357,-5.8060
2008,6,10,503,-6.9925
2008,7,1,477,-5.3660
2008,7,2,324,-0.5207
2008,7,3,259,0.9965
2008,7,4,227,1.9177
2008,7,5,224,0.3068
2008,7,6,236,-2.5967
2008,7,7,276,-4.0937
2008,7,8,273,-1.1302
2008,7,9,320,0.1570
2008,7,10,473,-5.3282
2008,8,1,470,3.8780
2008,8,2,323,2.0373
2008,8,3,254,3.0758
2008,8,4,225,1.7389
2008,8,5,224,1.3021
2008,8,6,234,2.0895
2008,8,7,276,1.3068
2008,8,8,272,2.1608
2008,8,9,319,1.4721
2008,8,10,470,0.5430
2008,9,1,463,-9.2281
2008,9,2,322,-10.1696
2008,9,3,251,-8.6749
2008,9,4,224,-9.9578
2008,9,5,221,-10.1578
2008,9,6,233,-4.4188
2008,9,7,276,-9.0819
2008,9,8,268,-10.1523
2008,9,9,316,-11.4378
2008,9,10,467,-16.4780
2008,10,1,451,-19.2409
2008,10,2,317,-20.9365
2008,10,3,250,-12.7391
2008,10,4,223,-15.5881
2008,10,5,220,-15.9661
2008,10,6,233,-15.2627
2008,10,7,275,-15.7017
2008,10,8,268,-16.4224
2008,10,9,315,-17.8642
2008,10,10,467,-20.0051
2008,11,1,445,-10.6928
2008,11,2,316,-10.5005
2008,11,3,250,-3.3757
2008,11,4,222,-6.4077
2008,11,5,219,-6.5477
2008,11,6,231,-6.7899
2008,11,7,272,-2.3198
2008,11,8,266,-6.1682
2008,11,9,314,-10.0124
2008,11,10,459,-9.2508
2008,12,1,442,-1.7043
2008,12,2,309,4.9253
2008,12,3,248,2.1602
2008,12,4,217,2.4164
2008,12,5,216,1.0179
2008,12,6,230,1.7534
2008,12,7,272,0.3536
2008,12,8,265,2.1482
2008,12,9,314,3.2582
2008,12,10,457,2.8241
2009,1,1,434,-5.5409
2009,1,2,309,-7.9112
2009,1,3,246,-7.9231
2009,1,4,216,-5.2486
2009,1,5,215,-7.6773
2009,1,6,230,-7.8938
2009,1,7,269,-7.1555
2009,1,8,263,-3.7062
2009,1,9,313,-4.7272
2009,1,10,451,-0.6801
2009,2,1,429,-8.3936
2009,2,2,307,-9.6856
2009,2,3,245,-9.9143
2009,2,4,216,-12.4328
2009,2,5,215,-7.5595
2009,2,6,229,-9.7842
2009,2,7,269,-12.0159
2009,2,8,262,-8.1162
2009,2,9,310,-7.1764
2009,2,10,449,-6.7564
2009,3,1,423,10.0251
2009,3,2,305,7.6500
2009,3,3,242,5.5092
2009,3,4,216,7.6849
2009,3,5,215,6.5940
2009,3,6,228,7.8317
2009,3,7,269,7.5535
2009,3,8,260,8.6553
2009,3,9,309,10.2418
2009,3,10,446,10.3893
2009,4,1,419,12.3823
2009,4,2,305,17.2092
2009,4,3,238,7.2438
2009,4,4,214,7.8375
2009,4,5,214,14.3187
2009,4,6,225,5.2312
2009,4,7,269,7.7718
2009,4,8,258,6.8382
2009,4,9,308,11.8815
2009,4,10,437,12.4741
2009,5,1,408,5.2635
2009,5,2,304,3.8806
2009,5,3,238,4.3557
2009,5,4,211,1.6197
2009,5,5,213,2.7727
2009,5,6,225,3.6293
2009,5,7,268,3.8138
2009,5,8,257,4.4375
2009,5,9,307,3.7260
2009,5,10,433,6.8366
2009,6,1,404,5.1750
2009,6,2,301,-0.1692
2009,6,3,238,0.6352
2009,6,4,210,2.6733
2009,6,5,213,0.9368
2009,6,6,223,-0.1723
2009,6,7,267,-1.2809
2009,6,8,255,1.2731
2009,6,9,305,0.4029
2009,6,10,430,0.7170
2009,7,1,499,12.1298
2009,7,2,327,9.9740
2009,7,3,294,6.9571
2009,7,4,272,6.8314
2009,7,5,255,8.9346
2009,7,6,240,8.4110
2009,7,7,264,5.5613
2009,7,8,214,8.0761
2009,7,9,274,5.6418
2009,7,10,356,8.3132
2009,8,1,493,6.6676
2009,8,2,325,3.9762
2009,8,3,292,1.4209
2009,8,4,270,3.2151
2009,8,5,254,2.5451
2009,8,6,239,1.3354
2009,8,7,263,1.5984
2009,8,8,213,2.4260
2009,8,9,273,3.3066
2009,8,10,354,0.4569
2009,9,1,488,6.2386
2009,9,2,320,4.8242
2009,9,3,292,2.4698
2009,9,4,269,2.8939
2009,9,5,252,8.5578
2009,9,6,237,3.4084
2009,9,7,263,2.5635
2009,9,8,213,5.2511
2009,9,9,273,6.7783
2009,9,10,353,5.6917
2009,10,1,484,-5.3198
2009,10,2,318,-2.6725
2009,10,3,291,-0.6732
2009,10,4,269,-1.1808
2009,10,5,248,-5.1715
2009,10,6,237,-1.4171
2009,10,7,263,-0.7812
2009,10,8,213,-3.6809
2009,10,9,272,0.9717
2009,10,10,353,-2.7583
2009,11,1,477,4.5971
2009,11,2,318,4.2234
2009,11,3,288,5.0852
2009,11,4,268,5.8460
2009,11,5,241,6.8669
2009,11,6,236,5.9061
2009,11,7,262,6.9522
2009,11,8,212,4.5419
2009,11,9,271,5.5178
2009,11,10,350,6.1189
2009,12,1,469,7.0963
2009,12,2,318,3.7939
2009,12,3,283,0.2797
2009,12,4,266,2.5349
2009,12,5,237,3.3666
2009,12,6,235,2.3289
2009,12,7,260,1.8478
2009,12,8,212,4.2337
2009,12,9,269,3.5784
2009,12,10,347,6.7403
2010,1,1,463,-5.1743
2010,1,2,317,-5.1078
2010,1,3,282,-4.6148
2010,1,4,264,-0.1330
2010,1,5,236,-2.8220
2010,1,6,234,-2.2238
2010,1,7,259,-3.6816
2010,1,8,209,-4.7043
2010,1,9,268,-5.3296
2010,1,10,344,-6.8081
2010,2,1,457,4.9041
2010,2,2,316,4.8995
2010,2,3,281,3.5534
2010,2,4,264,1.4631
2010,2,5,236,4.0661
2010,2,6,233,3.2594
2010,2,7,259,2.9015
2010,2,8,208,4.1520
2010,2,9,268,3.1162
2010,2,10,341,3.9867
2010,3,1,451,6.0231
2010,3,2,313,7.6396
2010,3,3,278,5.5475
2010,3,4,264,3.7506
2010,3,5,234,8.0873
2010,3,6,232,4.6386
2010,3,7,257,4.6485
2010,3,8,207,6.4615
2010,3,9,268,4.4080
2010,3,10,341,7.7262
2010,4,1,444,4.6933
2010,4,2,312,6.6770
2010,4,3,277,2.5090
2010,4,4,260,0.1019
2010,4,5,233,2.4568
2010,4,6,231,1.2454
2010,4,7,255,1.7701
2010,4,8,207,3.1956
2010,4,9,267,1.0234
2010,4,10,339,2.3287
2010,5,1,439,-7.5431
2010,5,2,306,-7.1071
2010,5,3,276,-7.3970
2010,5,4,259,-6.4959
2010,5,5,233,-8.8592
2010,5,6,230,-6.1505
2010,5,7,254,-6.6706
2010,5,8,205,-8.8573
2010,5,9,266,-9.7619
2010,5,10,339,-7.9021
2010,6,1,434,-8.0812
2010,6,2,305,-8.4512
2010,6,3,276,-6.3554
2010,6,4,258,-0.5560
2010,6,5,233,-6.9526
2010,6,6,230,-2.7603
2010,6,7,254,-4.5185
2010,6,8,205,-6.4444
2010,6,9,266,-7.0939
2010,6,10,336,-5.9814
2010,7,1,462,6.9221
2010,7,2,295,8.4910
2010,7,3,259,5.7368
2010,7,4,254,7.9165
2010,7,5,211,8.2189
2010,7,6,204,8.2079
2010,7,7,229,6.5986
2010,7,8,238,7.7021
2010,7,9,269,5.5936
2010,7,10,445,6.1473
2010,8,1,459,-6.2189
2010,8,2,294,-6.0850
2010,8,3,259,-4.0259
2010,8,4,253,-7.8483
2010,8,5,211,-5.5985
2010,8,6,201,-4.5362
2010,8,7,227,-2.8835
2010,8,8,236,-3.8400
2010,8,9,263,-2.4341
2010,8,10,441,-3.0858
2010,9,1,457,11.5771
2010,9,2,292,12.2749
2010,9,3,257,8.0824
2010,9,4,253,11.7261
2010,9,5,209,8.8442
2010,9,6,199,10.3266
2010,9,7,227,8.5304
2010,9,8,233,8.3651
2010,9,9,261,10.2901
2010,9,10,440,11.5865
2010,10,1,451,3.6792
2010,10,2,289,4.6848
2010,10,3,256,3.6904
2010,10,4,251,5.8709
2010,10,5,209,4.0033
2010,10,6,197,3.4850
2010,10,7,227,5.0438
2010,10,8,232,4.2847
2010,10,9,260,2.6779
2010,10,10,439,5.0793
2010,11,1,445,2.6605
2010,11,2,287,2.9655
2010,11,3,256,0.4426
2010,11,4,249,3.2777
2010,11,5,209,1.0733
2010,11,6,194,-0.0847
2010,11,7,225,2.0564
2010,11,8,231,0.7544
2010,11,9,259,0.4814
2010,11,10,436,-1.2115
2010,12,1,440,10.3012
2010,12,2,281,9.0381
2010,12,3,254,6.8647
2010,12,4,245,7.6522
2010,12,5,207,6.6251
2010,12,6,193,6.9993
2010,12,7,225,5.9128
2010,12,8,230,6.3603
2010,12,9,259,4.9295
2010,12,10,434,4.3787
2011,1,1,431,1.9629
2011,1,2,277,3.7186
2011,1,3,251,1.3514
2011,1,4,243,2.9955
2011,1,5,205,4.6669
2011,1,6,193,1.6365
2011,1,7,223,3.2267
2011,1,8,228,0.6347
2011,1,9,259,1.4718
2011,1,10,432,1.0587
2011,2,1,425,8.6005
2011,2,2,276,5.1694
2011,2,3,249,2.7949
2011,2,4,241,5.2716
2011,2,5,205,1.7227
2011,2,6,192,4.3464
2011,2,7,222,4.6176
2011,2,8,228,3.1521
2011,2,9,257,4.4808
2011,2,10,431,2.8785
2011,3,1,421,0.6380
2011,3,2,275,1.7520
2011,3,3,247,0.5114
2011,3,4,240,1.9627
2011,3,5,204,0.4678
2011,3,6,192,2.2262
2011,3,7,221,0.3559
2011,3,8,224,0.0722
2011,3,9,257,0.5725
2011,3,10,429,1.0887
2011,4,1,417,1.9973
2011,4,2,272,2.4173
2011,4,3,247,4.5556
2011,4,4,239,2.7721
2011,4,5,204,3.0109
2011,4,6,191,3.3158
2011,4,7,220,4.2849
2011,4,8,223,3.3453
2011,4,9,253,3.8726
2011,4,10,428,2.7523
2011,5,1,414,-2.6218
2011,5,2,269,-3.0937
2011,5,3,245,-0.7210
2011,5,4,239,-1.4325
2011,5,5,203,-0.9335
2011,5,6,191,-1.3196
2011,5,7,219,-1.6057
2011,5,8,222,-1.2771
2011,5,9,251,0.3577
2011,5,10,424,-0.8738
2011,6,1,412,-3.7079
2011,6,2,269,-3.0526
2011,6,3,243,-2.1906
2011,6,4,238,-1.5742
2011,6,5,200,-0.8341
2011,6,6,189,-1.2499
2011,6,7,219,-2.0503
2011,6,8,220,-0.1630
2011,6,9,250,-1.4127
2011,6,10,420,-2.0954
2011,7,1,473,-5.0370
2011,7,2,262,-3.6765
2011,7,3,226,-3.2910
2011,7,4,187,-1.3599
2011,7,5,185,-2.5864
2011,7,6,181,-2.9642
2011,7,7,194,-3.7425
2011,7,8,249,-1.7160
2011,7,9,298,-2.0914
2011,7,10,468,0.9300
2011,8,1,469,-6.7094
2011,8,2,260,-4.7760
2011,8,3,225,-4.1342
2011,8,4,186,-4.0489
2011,8,5,183,-4.3026
2011,8,6,181,-5.1991
2011,8,7,194,-5.4596
2011,8,8,249,-5.8535
2011,8,9,296,-6.6218
2011,8,10,467,-5.4354
2011,9,1,467,-8.1609
2011,9,2,259,-5.0799
2011,9,3,224,-5.2925
2011,9,4,186,-8.3980
2011,9,5,183,-4.7358
2011,9,6,180,-8.9101
2011,9,7,194,-7.0286
2011,9,8,248,-9.2201
2011,9,9,293,-7.0917
2011,9,10,465,-5.9795
2011,10,1,462,9.6865
2011,10,2,259,9.2764
2011,10,3,223,9.4484
2011,10,4,186,12.3389
2011,10,5,181,9.8352
2011,10,6,180,13.6857
2011,10,7,194,9.8824
2011,10,8,248,12.7566
2011,10,9,289,14.1426
2011,10,10,463,9.3995
2011,11,1,461,0.1871
2011,11,2,257,0.0426
2011,11,3,222,0.9304
2011,11,4,184,3.0106
2011,11,5,180,1.4319
2011,11,6,178,0.2796
2011,11,7,193,0.7760
2011,11,8,248,-0.2018
2011,11,9,286,0.4204
2011,11,10,462,-1.1765
2011,12,1,455,3.1575
2011,12,2,257,3.5423
2011,12,3,220,2.0489
2011,12,4,184,0.5970
2011,12,5,179,0.4366
2011,12,6,178,0.6645
2011,12,7,191,1.1992
2011,12,8,245,0.5838
2011,12,9,284,-2.3544
2011,12,10,456,-0.3089
2012,1,1,452,4.7098
2012,1,2,255,2.5567
2012,1,3,218,2.8886
2012,1,4,182,1.4345
2012,1,5,177,4.5061
2012,1,6,178,4.7290
2012,1,7,190,4.2601
2012,1,8,245,6.0815
2012,1,9,283,6.8628
2012,1,10,452,5.4025
2012,2,1,447,2.1355
2012,2,2,252,4.8517
2012,2,3,217,3.3234
2012,2,4,180,5.7491
2012,2,5,177,1.9812
2012,2,6,178,3.4031
2012,2,7,190,1.3950
2012,2,8,244,4.5339
2012,2,9,281,4.1788
2012,2,10,449,5.5862
2012,3,1,442,3.7925
2012,3,2,252,2.6977
2012,3,3,215,2.7732
2012,3,4,178,1.6751
2012,3,5,175,2.8515
2012,3,6,177,0.7938
2012,3,7,190,1.1948
2012,3,8,243,1.9628
2012,3,9,279,1.8784
2012,3,10,446,3.7180
2012,4,1,438,-0.0703
2012,4,2,251,-0.7759
2012,4,3,214,0.8170
2012,4,4,176,0.2803
2012,4,5,175,-0.7716
2012,4,6,176,-0.8916
2012,4,7,190,0.0550
2012,4,8,243,-0.8457
2012,4,9,278,-0.7372
2012,4,10,443,-0.8480
2012,5,1,436,-4.7473
2012,5,2,245,-3.3909
2012,5,3,214,-3.2879
2012,5,4,176,-5.4904
2012,5,5,175,-2.8759
2012,5,6,176,-7.3911
2012,5,7,190,-4.0622
2012,5,8,242,-7.7202
2012,5,9,275,-8.7059
2012,5,10,441,-6.0543
2012,6,1,433,5.5202
2012,6,2,244,4.7006
2012,6,3,212,4.0969
2012,6,4,176,5.0168
2012,6,5,175,4.0178
2012,6,6,175,1.8973
2012,6,7,190,3.3685
2012,6,8,240,3.0990
2012,6,9,274,2.7248
2012,6,10,439,4.1494
2012,7,1,443,0.3978
2012,7,2,243,0.9435
2012,7,3,207,3.1380
2012,7,4,215,-0.9424
2012,7,5,173,1.6281
2012,7,6,186,0.9345
2012,7,7,240,1.6651
2012,7,8,283,0.9031
2012,7,9,311,0.7756
2012,7,10,367,1.6623
2012,8,1,439,4.8929
2012,8,2,242,2.3382
2012,8,3,205,-0.9772
2012,8,4,213,2.5526
2012,8,5,172,0.3060
2012,8,6,185,2.1559
2012,8,7,238,0.7964
2012,8,8,279,2.1974
2012,8,9,310,4.1716
2012,8,10,365,6.0373
2012,9,1,432,3.4896
2012,9,2,242,4.2453
2012,9,3,205,2.7213
2012,9,4,211,4.3336
2012,9,5,171,2.4265
2012,9,6,184,1.9901
2012,9,7,236,3.1981
2012,9,8,277,0.8034
2012,9,9,309,1.8788
2012,9,10,363,1.8015
2012,10,1,428,-0.6428
2012,10,2,240,-1.9566
2012,10,3,204,-1.8934
2012,10,4,209,-1.7614
2012,10,5,171,-1.4644
2012,10,6,183,-0.7201
2012,10,7,235,-0.2660
2012,10,8,277,-3.0883
2012,10,9,309,-3.9371
2012,10,10,360,-5.9715
2012,11,1,425,1.6652
2012,11,2,237,2.1973
2012,11,3,200,0.9132
2012,11,4,208,1.5164
2012,11,5,171,0.6922
2012,11,6,183,0.1969
2012,11,7,235,0.2738
2012,11,8,274,0.5234
2012,11,9,305,1.1175
2012,11,10,359,1.6581
2012,12,1,422,1.8555
2012,12,2,235,-0.3353
2012,12,3,199,-0.0050
2012,12,4,208,1.4790
2012,12,5,169,2.1627
2012,12,6,182,-0.4465
2012,12,7,233,0.4295
2012,12,8,272,2.4718
2012,12,9,303,1.9721
2012,12,10,358,-2.0675
2013,1,1,416,6.8187
2013,1,2,235,7.8394
2013,1,3,199,5.3680
2013,1,4,204,7.2480
2013,1,5,168,6.1772
2013,1,6,181,5.5841
2013,1,7,231,5.1237
2013,1,8,270,6.3104
2013,1,9,301,6.3343
2013,1,10,353,-1.2658
2013,2,1,414,0.0952
2013,2,2,233,1.9116
2013,2,3,198,2.1567
2013,2,4,204,1.0068
2013,2,5,168,3.6097
2013,2,6,181,1.3976
2013,2,7,230,0.7189
2013,2,8,270,1.6748
2013,2,9,300,0.4687
2013,2,10,350,-0.2929
2013,3,1,409,4.7836
2013,3,2,233,4.5038
2013,3,3,197,4.3942
2013,3,4,203,4.9418
2013,3,5,167,5.0130
2013,3,6,180,4.5817
2013,3,7,229,3.8157
2013,3,8,270,4.0243
2013,3,9,300,1.5719
2013,3,10,349,2.3493
2013,4,1,403,0.6365
2013,4,2,231,1.2423
2013,4,3,197,2.5080
2013,4,4,203,0.7767
2013,4,5,167,2.6075
2013,4,6,180,1.6727
2013,4,7,229,0.4679
2013,4,8,269,2.0432
2013,4,9,298,2.4307
2013,4,10,348,0.4976
2013,5,1,398,3.7379
2013,5,2,230,1.5019
2013,5,3,197,-0.9336
2013,5,4,203,0.7189
2013,5,5,166,1.7167
2013,5,6,179,1.0876
2013,5,7,228,1.7294
2013,5,8,268,3.3911
2013,5,9,296,4.3364
2013,5,10,346,2.8979
2013,6,1,393,-2.4467
2013,6,2,229,-0.6734
2013,6,3,196,-1.2051
2013,6,4,202,-2.8482
2013,6,5,166,-0.0882
2013,6,6,178,-0.3432
2013,6,7,227,-0.4576
2013,6,8,267,-1.5294
2013,6,9,295,-1.9226
2013,6,10,344,-3.6465
2013,7,1,471,6.8927
2013,7,2,259,5.0944
2013,7,3,205,4.7480
2013,7,4,204,5.4137
2013,7,5,196,5.6645
2013,7,6,185,5.0947
2013,7,7,203,4.2217
2013,7,8,243,3.5586
2013,7,9,266,6.6242
2013,7,10,344,7.3374
2013,8,1,468,-1.8941
2013,8,2,259,-3.4093
2013,8,3,205,-3.4106
2013,8,4,203,-3.0898
2013,8,5,194,-4.4177
2013,8,6,185,-4.0463
2013,8,7,202,-3.0762
2013,8,8,241,-0.7780
2013,8,9,265,-1.1554
2013,8,10,343,0.1153
2013,9,1,462,3.7780
2013,9,2,257,3.1377
2013,9,3,202,2.8019
2013,9,4,202,3.5125
2013,9,5,194,4.4376
2013,9,6,184,2.7304
2013,9,7,202,3.9927
2013,9,8,241,3.7745
2013,9,9,265,4.9472
2013,9,10,342,4.4877
2013,10,1,459,4.9868
2013,10,2,255,5.9965
2013,10,3,201,4.1082
2013,10,4,202,3.0127
2013,10,5,193,4.1178
2013,10,6,183,4.6210
2013,10,7,201,4.3221
2013,10,8,239,3.3090
2013,10,9,265,3.9707
2013,10,10,342,5.6359
2013,11,1,455,2.5042
2013,11,2,250,1.9924
2013,11,3,200,2.9834
2013,11,4,202,3.0557
2013,11,5,192,2.6769
2013,11,6,182,2.6180
2013,11,7,201,1.1941
2013,11,8,236,3.3185
2013,11,9,263,2.5427
2013,11,10,340,3.2305
2013,12,1,448,2.4321
2013,12,2,248,2.5688
2013,12,3,198,3.5277
2013,12,4,202,1.8927
2013,12,5,190,4.0051
2013,12,6,180,0.9966
2013,12,7,201,3.4827
2013,12,8,236,1.4933
2013,12,9,261,2.6393
2013,12,10,338,2.7955
2014,1,1,446,-3.7665
2014,1,2,248,-5.3668
2014,1,3,196,-3.9785
2014,1,4,200,-2.8314
2014,1,5,189,-2.7202
2014,1,6,179,-3.2944
2014,1,7,201,-3.9164
2014,1,8,235,-3.2961
2014,1,9,259,-2.3459
2014,1,10,335,-2.5511
2014,2,1,444,4.9966
2014,2,2,246,4.0110
2014,2,3,195,5.0031
2014,2,4,200,5.3909
2014,2,5,188,3.1319
2014,2,6,178,4.3112
2014,2,7,199,5.7506
2014,2,8,235,4.4301
2014,2,9,259,5.4141
2014,2,10,332,5.4966
2014,3,1,436,1.5600
2014,3,2,243,0.9037
2014,3,3,195,0.8786
2014,3,4,200,0.9439
2014,3,5,185,0.5707
2014,3,6,178,2.4788
2014,3,7,198,2.0896
2014,3,8,233,0.8881
2014,3,9,258,-1.9141
2014,3,10,330,-3.2644
2014,4,1,433,-0.5859
2014,4,2,242,1.4356
2014,4,3,195,1.3936
2014,4,4,200,0.8932
2014,4,5,185,0.8875
2014,4,6,179,1.6997
2014,4,7,196,1.2600
2014,4,8,233,-0.9903
2014,4,9,256,0.3691
2014,4,10,330,-0.0245
2014,5,1,431,3.4391
2014,5,2,239,1.5804
2014,5,3,193,-0.1100
2014,5,4,200,1.5454
2014,5,5,185,2.5839
2014,5,6,179,1.1877
2014,5,7,196,1.6200
